% 1. Title: Open Loop Data
%
% 2. Comments:
%    - The first 3 attributes are:
%      - sid: subject id
%      - group: (exploration style) F = free exploration, S = strategic exploration
%      - cond: (informedness condition) i- = uninformed, i+ = informed
%    - After, there are 4 similar attribute groups (one group per task), each consisting of:
%      - Raw and ranked PC scores (#_pc15, #_pc10, #_pc5; #_rpc15, #_rpc10, #_rpc5)
%	     - 5, 10, and 15 are the numbers of trials over which PC was calculated 
%      - Two learning progress measures (#_lp1, #_lp2)
%	     - lp1 is the difference between PC over the last and the first 5 trials
%		 - lp2 is the 
%      - Raw and ranked learnability ratings (#_lrn, #_rlrn)
%      - '#' encodes task identity: 1 = 1D, 2 = I1D, 3 = 2D, 4 = R
%    - The last attribute contains the first free play choice that the subject made
%    - Thus for each subject, there are 3 + (4 * 10) + 1 = 44 attributes
%
%
@RELATION open_loop

@ATTRIBUTE sid          INTEGER
@ATTRIBUTE group        {F, S}
@ATTRIBUTE cond         {i-, i+}
@ATTRIBUTE 1_pc15       NUMERIC
@ATTRIBUTE 1_pc10       NUMERIC
@ATTRIBUTE 1_pc5        NUMERIC
@ATTRIBUTE 1_rpc15      INTEGER
@ATTRIBUTE 1_rpc10      INTEGER
@ATTRIBUTE 1_rpc5       INTEGER
@ATTRIBUTE 1_lp1        NUMERIC
@ATTRIBUTE 1_lp2        NUMERIC
@ATTRIBUTE 1_lrn        NUMERIC
@ATTRIBUTE 1_rlrn       INTEGER
@ATTRIBUTE 2_pc15       NUMERIC
@ATTRIBUTE 2_pc10       NUMERIC
@ATTRIBUTE 2_pc5        NUMERIC
@ATTRIBUTE 2_rpc15      INTEGER
@ATTRIBUTE 2_rpc10      INTEGER
@ATTRIBUTE 2_rpc5       INTEGER
@ATTRIBUTE 2_lp1        NUMERIC
@ATTRIBUTE 2_lp2        NUMERIC
@ATTRIBUTE 2_lrn        NUMERIC
@ATTRIBUTE 2_rlrn       INTEGER
@ATTRIBUTE 3_pc15       NUMERIC
@ATTRIBUTE 3_pc10       NUMERIC
@ATTRIBUTE 3_pc5        NUMERIC
@ATTRIBUTE 3_rpc15      INTEGER
@ATTRIBUTE 3_rpc10      INTEGER
@ATTRIBUTE 3_rpc5       INTEGER
@ATTRIBUTE 3_lp1        NUMERIC
@ATTRIBUTE 3_lp2        NUMERIC
@ATTRIBUTE 3_lrn        NUMERIC
@ATTRIBUTE 3_rlrn       INTEGER
@ATTRIBUTE 4_pc15       NUMERIC
@ATTRIBUTE 4_pc10       NUMERIC
@ATTRIBUTE 4_pc5        NUMERIC
@ATTRIBUTE 4_rpc15      INTEGER
@ATTRIBUTE 4_rpc10      INTEGER
@ATTRIBUTE 4_rpc5       INTEGER
@ATTRIBUTE 4_lp1        NUMERIC
@ATTRIBUTE 4_lp2        NUMERIC
@ATTRIBUTE 4_lrn        NUMERIC
@ATTRIBUTE 4_rlrn       INTEGER
@ATTRIBUTE choice       {1D, I1D, 2D, R}

@DATA
256, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,5.0,3,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.0642857142857143,5.0,2,0.26666666666666666,0.2,0.4,2,1,2,0.0,0.0035714285714285657,9.0,4,0.26666666666666666,0.2,0.2,2,1,1,-0.2,-0.007142857142857145,9.0,4, I1D
257, S,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,6.938893903907228e-18,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.017857142857142856,10.0,4,0.8,0.8,0.8,4,4,4,0.0,0.0035714285714285796,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.010714285714285728,10.0,4, R
258, S,i-,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.007142857142857159,8.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,-0.014285714285714277,8.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.007142857142857152,10.0,4,0.4666666666666667,0.5,1.0,2,3,4,0.6,0.0535714285714286,8.0,4, I1D
259, S, i+,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,4.0,2,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.0035714285714285865,3.0,2,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.03214285714285716,7.0,3,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.007142857142857138,2.0,1, 2D
260, S, i+,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.03214285714285714,10.0,4,0.6,0.4,0.4,3,2,2,-0.6,-0.039285714285714285,10.0,4,0.5333333333333333,0.5,0.0,3,3,1,-0.6,-0.050000000000000024,10.0,4,0.6,0.6,0.6,3,3,3,0.0,0.007142857142857138,10.0,4, 2D
261, S,i-,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.04642857142857144,3.0,2,0.26666666666666666,0.2,0.2,2,1,1,-0.2,-0.01785714285714285,10.0,4,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.046428571428571444,3.0,2,0.2,0.2,0.2,1,1,1,0.0,-0.010714285714285704,10.0,4, 2D
262, S,i-,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.007142857142857131,4.0,2,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,2.0,1,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.035714285714285726,8.0,4,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.014285714285714287,10.0,4, R
263, S,i-,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.017857142857142856,10.0,4,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.06071428571428574,10.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.028571428571428567,10.0,4,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.03571428571428571,10.0,4,1D
264, S,i-,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03214285714285717,9.0,4,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.010714285714285704,4.0,2,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.014285714285714278,9.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.017857142857142877,9.0,4,1D
265, S,i-,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.010714285714285704,10.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.03571428571428574,5.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285711,7.0,3,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.02142857142857143,6.0,3, R
266, S,i-,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.021428571428571422,3.0,2,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.025,8.0,4,0.7333333333333333,0.6,0.4,3,3,2,-0.6,-0.05,5.0,3,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.025000000000000022,10.0,4, 2D
267, S, i+,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.02142857142857143,10.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,0.003571428571428583,10.0,4,0.6,0.5,1.0,3,3,4,0.19999999999999996,0.010714285714285732,10.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.014285714285714277,10.0,4, R
268, S, i+,0.4666666666666667,0.7,0.6,2,3,3,0.6,0.05357142857142859,8.0,4,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.04285714285714286,5.0,3,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.017857142857142867,8.0,4,0.3333333333333333,0.5,0.6,2,3,3,0.6,0.05714285714285716,9.0,4, I1D
269, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285717,2.0,1,0.6666666666666666,0.9,1.0,3,4,4,0.8,0.0785714285714286,2.0,1,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-6.938893903907228e-18,9.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.03571428571428573,10.0,4,1D
270, S, i+,0.4666666666666667,0.4,0.6,2,2,3,0.0,-0.01785714285714285,3.0,2,0.9333333333333333,0.9,1.0,4,4,4,0.0,1.3877787807814457e-17,10.0,4,0.6,0.5,0.8,3,3,4,0.0,-0.0035714285714285587,10.0,4,0.6,0.5,0.4,3,3,2,-0.4,-0.05,6.0,3, 2D
271, S, i+,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03214285714285717,10.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857156,8.0,4,0.8,0.7,0.6,4,3,3,-0.4,-0.04285714285714286,8.0,4,0.3333333333333333,0.4,0.4,2,2,2,0.2,0.021428571428571432,10.0,4,1D
272, S, i+,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.025,10.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.010714285714285728,10.0,4,0.6,0.7,1.0,3,3,4,0.6,0.06785714285714287,10.0,4,0.2,0.3,0.6,1,2,3,0.6,0.05357142857142859,10.0,4, R
273, S, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.021428571428571443,7.0,3,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.021428571428571422,7.0,3,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.014285714285714301,7.0,3,0.8666666666666667,0.9,0.8,4,4,4,0.0,-0.0035714285714285587,9.0,4,1D
274, S, i+,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.014285714285714303,10.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.014285714285714277,10.0,4,0.6666666666666666,0.7,0.4,3,3,2,-0.19999999999999996,-0.014285714285714277,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-0.007142857142857138,10.0,4, 2D
275, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03928571428571429,6.0,3,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.0035714285714285865,5.0,3,0.8,0.7,0.6,4,3,3,-0.4,-0.024999999999999994,5.0,2,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.06071428571428572,10.0,4,1D
276, S,i-,0.6,0.7,0.8,3,3,4,0.4,0.04642857142857143,2.0,1,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.007142857142857142,4.0,2,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.05000000000000001,3.0,2,0.4666666666666667,0.3,0.4,2,2,2,-0.4,-0.03214285714285714,2.0,1, R
277, S,i-,0.8,0.9,1.0,4,4,4,0.4,0.035714285714285726,9.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,1.0408340855860843e-17,10.0,4,0.6,0.7,0.8,3,3,4,0.4,0.03571428571428571,9.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.04642857142857144,10.0,4, 2D
278, S,i-,0.4,0.4,0.4,2,2,2,0.0,0.0071428571428571366,5.0,3,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.014285714285714277,5.0,2,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.014285714285714277,5.0,3,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.025,5.0,2,1D
279, S, i+,0.7333333333333333,1.0,1.0,3,4,4,0.8,0.06428571428571432,9.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.007142857142857159,9.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.014285714285714301,9.0,4,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.01785714285714285,9.0,4, R
280, S, i+,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.05,3.0,2,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.010714285714285725,10.0,4,0.7333333333333333,0.7,0.4,3,3,2,-0.4,-0.04642857142857143,7.0,3,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03571428571428571,10.0,4,1D
281, S, i+,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.03928571428571429,9.0,4,0.6,0.6,0.6,3,3,3,0.0,-0.007142857142857138,9.0,4,0.6,0.6,0.6,3,3,3,0.0,-0.010714285714285721,8.0,4,0.3333333333333333,0.4,0.6,2,2,3,0.39999999999999997,0.03928571428571429,8.0,4, I1D
282, S,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.017857142857142877,6.0,3,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428588,5.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.007142857142857138,10.0,4,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.05714285714285715,10.0,4,1D
283, S,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,6.938893903907228e-18,1.0,1,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.0392857142857143,10.0,4,0.6,0.8,1.0,3,4,4,0.8,0.07142857142857145,8.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.014285714285714287,10.0,4,1D
284, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285716,7.0,3,0.8,0.9,1.0,4,4,4,0.4,0.03571428571428574,5.0,2,0.6,0.7,0.8,3,3,4,0.4,0.032142857142857154,10.0,4,0.3333333333333333,0.4,0.4,2,2,2,0.2,0.00714285714285714,9.0,4, R
285, S,i-,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.014285714285714304,5.0,2,0.8,0.8,0.8,4,4,4,0.0,0.010714285714285711,1.0,1,0.5333333333333333,0.6,1.0,3,3,4,0.6,0.05714285714285715,10.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.021428571428571432,10.0,4,1D
286, S,i-,0.7333333333333333,0.8,0.6,3,4,3,0.0,-0.0071428571428571366,7.0,3,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.010714285714285732,3.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.028571428571428567,10.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.028571428571428574,9.0,4, 2D
287, S,i-,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.04285714285714287,5.0,2,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.053571428571428596,6.0,3,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.014285714285714287,10.0,4,0.3333333333333333,0.4,0.2,2,2,1,0.0,-0.01785714285714285,10.0,4, 2D
288, S,i-,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.03214285714285714,4.0,2,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.01071428571428573,6.0,3,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.02142857142857144,5.0,2,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,0.0035714285714285796,8.0,4, R
289, S, i+,0.8666666666666667,0.8,0.6,4,4,3,-0.4,-0.039285714285714285,10.0,4,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.01785714285714287,10.0,4,0.6,0.6,0.6,3,3,3,0.0,0.010714285714285707,10.0,4,0.26666666666666666,0.3,0.4,2,2,2,0.2,0.017857142857142877,10.0,4,1D
290, S, i+,0.8,1.0,1.0,4,4,4,0.6,0.050000000000000024,4.0,2,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.007142857142857157,7.0,3,0.6,0.5,0.8,3,3,4,0.0,1.3877787807814457e-17,8.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.017857142857142856,7.0,3, R
291, S, i+,0.8,0.9,1.0,4,4,4,0.4,0.042857142857142864,5.0,3,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.014285714285714277,7.0,3,0.06666666666666667,0.1,0.0,1,1,1,0.0,0.007142857142857144,10.0,4,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.014285714285714297,7.0,3, R
292, S, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.01785714285714287,2.0,1,0.8,0.8,0.8,4,4,4,0.0,1.3877787807814457e-17,2.0,1,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.028571428571428567,8.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-3.469446951953614e-18,10.0,4,1D
293, S, i+,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.021428571428571432,10.0,4,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.04642857142857146,10.0,4,0.6,0.5,0.8,3,3,4,0.0,-0.014285714285714277,10.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,10.0,4, R
294, S,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.017857142857142877,6.0,3,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.028571428571428567,6.0,3,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.0035714285714285865,6.0,3,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.060714285714285735,10.0,4, I1D
295, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.010714285714285732,10.0,4,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.039285714285714285,8.0,4,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.035714285714285726,4.0,2,0.6,0.5,0.4,3,3,2,-0.4,-0.025000000000000015,8.0,4, R
296, S, i+,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.025000000000000022,6.0,3,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.028571428571428567,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.028571428571428567,5.0,2,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.05714285714285715,2.0,1, I1D
297, S,i-,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.01071428571428571,8.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285728,9.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.039285714285714285,7.0,3,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.007142857142857156,7.0,3, 2D
298, S, i+,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.01785714285714285,3.0,2,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.014285714285714277,3.0,2,0.8666666666666667,0.9,0.8,4,4,4,0.0,6.938893903907228e-18,3.0,2,0.26666666666666666,0.4,0.6,2,2,3,0.6,0.046428571428571444,10.0,4,1D
299, S, i+,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.0535714285714286,10.0,4,0.3333333333333333,0.2,0.2,2,1,1,-0.39999999999999997,-0.028571428571428588,10.0,4,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.025000000000000022,1.0,1,0.4666666666666667,0.3,0.4,2,2,2,-0.4,-0.05,10.0,4, 2D
300, S, i+,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.028571428571428595,3.0,2,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.053571428571428575,9.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.003571428571428569,7.0,3,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.007142857142857138,8.0,4, I1D
301, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285717,3.0,2,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.03571428571428571,5.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285728,10.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.03571428571428571,7.0,3, R
302, S,i-,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.06785714285714287,2.0,1,0.7333333333333333,0.8,0.6,3,4,3,0.0,-0.003571428571428576,9.0,4,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.02857142857142858,9.0,4,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.014285714285714287,10.0,4, I1D
303, S,i-,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,5.0,3,0.3333333333333333,0.3,0.4,2,2,2,0.0,0.007142857142857145,7.0,3,0.6,0.9,0.8,3,4,4,0.8,0.0785714285714286,6.0,3,0.7333333333333333,0.8,0.6,3,4,3,0.0,-0.014285714285714282,7.0,3, R
304, S, i+,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.025,7.0,3,0.2,0.3,0.4,1,2,2,0.4,0.017857142857142863,10.0,4,0.3333333333333333,0.3,0.4,2,2,2,0.0,0.010714285714285732,9.0,4,0.2,0.3,0.2,1,2,1,0.2,0.02500000000000001,10.0,4, R
305, S, i+,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.02142857142857145,4.0,2,0.8,0.9,1.0,4,4,4,0.4,0.03214285714285717,4.0,2,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.021428571428571432,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.014285714285714282,10.0,4, 2D
306, S, i+,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.02142857142857143,6.0,3,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.007142857142857142,8.0,4,0.8,0.9,1.0,4,4,4,0.4,0.03571428571428572,9.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.0035714285714285726,3.0,2, 2D
307, S, i+,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.010714285714285707,10.0,4,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.032142857142857154,2.0,1,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.010714285714285728,4.0,2,0.4,0.6,0.6,2,3,3,0.6,0.05000000000000002,9.0,4, R
308, S, i+,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.017857142857142856,8.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.010714285714285704,8.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.028571428571428584,8.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.02857142857142859,9.0,4, I1D
309, S,i-,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.028571428571428588,2.0,1,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.05714285714285715,8.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.021428571428571425,8.0,4,0.4,0.6,0.4,2,3,2,0.4,0.028571428571428577,4.0,2, R
310, S,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,8.0,4,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.02857142857142859,6.0,3,0.6,0.6,0.6,3,3,3,0.0,0.007142857142857138,8.0,4,0.4,0.4,0.4,2,2,2,0.0,-0.01428571428571429,7.0,3, 2D
311, S, i+,0.4,0.5,0.8,2,3,4,0.6000000000000001,0.05000000000000002,9.0,4,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.007142857142857152,3.0,2,0.7333333333333333,0.6,0.8,3,3,4,-0.19999999999999996,-0.010714285714285704,6.0,3,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.039285714285714285,9.0,4, I1D
312, S,i-,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.021428571428571422,10.0,4,0.8,0.7,0.6,4,3,3,-0.4,-0.028571428571428567,10.0,4,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.060714285714285735,10.0,4,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.053571428571428575,10.0,4,1D
313, S, i+,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.010714285714285704,9.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.0035714285714285865,3.0,2,0.26666666666666666,0.4,0.4,2,2,2,0.4,0.02857142857142858,8.0,4,0.6,0.7,0.8,3,3,4,0.4,0.03928571428571431,8.0,4,1D
314, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,2.0,1,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.046428571428571444,7.0,3,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.05357142857142859,10.0,4,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.028571428571428577,10.0,4, I1D
315, S,i-,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,1.0,1,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.017857142857142877,2.0,1,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.0035714285714285657,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.02142857142857145,10.0,4,1D
316, S, i+,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.05357142857142859,6.0,3,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.04285714285714286,7.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03928571428571431,6.0,3,0.4,0.4,0.4,2,2,2,0.0,0.010714285714285714,8.0,4,1D
317, S, i+,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857138,10.0,4,0.7333333333333333,0.8,0.6,3,4,3,0.0,1.3877787807814457e-17,9.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.017857142857142856,5.0,3,0.4666666666666667,0.4,0.6,2,2,3,0.0,-0.003571428571428576,7.0,3, R
318, S, i+,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.042857142857142885,7.0,3,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.05714285714285715,7.0,3,0.6,0.7,0.8,3,3,4,0.4,0.0392857142857143,10.0,4,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.03214285714285714,4.0,2, I1D
319, S, i+,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.03214285714285715,2.0,1,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.02142857142857145,2.0,1,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.03214285714285714,7.0,3,0.3333333333333333,0.5,0.6,2,3,3,0.6,0.06428571428571431,10.0,4,1D
320, S, i+,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.0035714285714285796,2.0,1,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.0035714285714285796,2.0,1,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.003571428571428583,6.0,3,0.4,0.6,0.4,2,3,2,0.4,0.05357142857142859,10.0,4,1D
321, S, i+,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.057142857142857155,3.0,2,0.8666666666666667,0.9,0.8,4,4,4,0.0,-0.010714285714285704,2.0,1,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.007142857142857138,9.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.03928571428571431,10.0,4, 2D
322, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.010714285714285732,5.0,2,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,9.0,4,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.05357142857142859,9.0,4,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.0642857142857143,9.0,4, R
323, S,i-,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.014285714285714277,3.0,2,0.7333333333333333,0.8,0.6,3,4,3,0.0,1.0408340855860843e-17,2.0,1,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.04285714285714286,7.0,3,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.0035714285714285657,10.0,4, R
