% 1. Title: Open Loop Data
%
% 2. Comments:
%    - The first 3 attributes are:
%      - sid: subject id
%      - group: (exploration style) F = free exploration, S = strategic exploration
%      - cond: (informedness condition) i- = uninformed, i+ = informed
%    - After, there are 4 similar attribute groups (one group per task), each consisting of:
%      - Raw and ranked PC scores (#_pc15, #_pc10, #_pc5; #_rpc15, #_rpc10, #_rpc5)
%	     - 5, 10, and 15 are the numbers of trials over which PC was calculated 
%      - Two learning progress measures (#_lp1, #_lp2)
%	     - lp1 is the difference between PC over the last and the first 5 trials
%		 - lp2 is the 
%      - Raw and ranked learnability ratings (#_lrn, #_rlrn)
%      - '#' encodes task identity: 1 = 1D, 2 = I1D, 3 = 2D, 4 = R
%    - The last attribute contains the first free play choice that the subject made
%    - Thus for each subject, there are 3 + (4 * 10) + 1 = 44 attributes
%
%
@RELATION open_loop

@ATTRIBUTE sid          INTEGER
@ATTRIBUTE group        {F, S}
@ATTRIBUTE cond         {i-, i+}
@ATTRIBUTE 1_pc15       NUMERIC
@ATTRIBUTE 1_pc10       NUMERIC
@ATTRIBUTE 1_pc5        NUMERIC
@ATTRIBUTE 1_rpc15      INTEGER
@ATTRIBUTE 1_rpc10      INTEGER
@ATTRIBUTE 1_rpc5       INTEGER
@ATTRIBUTE 1_lp1        NUMERIC
@ATTRIBUTE 1_lp2        NUMERIC
@ATTRIBUTE 1_lrn        NUMERIC
@ATTRIBUTE 1_rlrn       INTEGER
@ATTRIBUTE 2_pc15       NUMERIC
@ATTRIBUTE 2_pc10       NUMERIC
@ATTRIBUTE 2_pc5        NUMERIC
@ATTRIBUTE 2_rpc15      INTEGER
@ATTRIBUTE 2_rpc10      INTEGER
@ATTRIBUTE 2_rpc5       INTEGER
@ATTRIBUTE 2_lp1        NUMERIC
@ATTRIBUTE 2_lp2        NUMERIC
@ATTRIBUTE 2_lrn        NUMERIC
@ATTRIBUTE 2_rlrn       INTEGER
@ATTRIBUTE 3_pc15       NUMERIC
@ATTRIBUTE 3_pc10       NUMERIC
@ATTRIBUTE 3_pc5        NUMERIC
@ATTRIBUTE 3_rpc15      INTEGER
@ATTRIBUTE 3_rpc10      INTEGER
@ATTRIBUTE 3_rpc5       INTEGER
@ATTRIBUTE 3_lp1        NUMERIC
@ATTRIBUTE 3_lp2        NUMERIC
@ATTRIBUTE 3_lrn        NUMERIC
@ATTRIBUTE 3_rlrn       INTEGER
@ATTRIBUTE 4_pc15       NUMERIC
@ATTRIBUTE 4_pc10       NUMERIC
@ATTRIBUTE 4_pc5        NUMERIC
@ATTRIBUTE 4_rpc15      INTEGER
@ATTRIBUTE 4_rpc10      INTEGER
@ATTRIBUTE 4_rpc5       INTEGER
@ATTRIBUTE 4_lp1        NUMERIC
@ATTRIBUTE 4_lp2        NUMERIC
@ATTRIBUTE 4_lrn        NUMERIC
@ATTRIBUTE 4_rlrn       INTEGER
@ATTRIBUTE choice       {1D, I1D, 2D, R}

@DATA
120,F, i+,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.05000000000000001,1.0,1,0.6,0.6,0.6,3,3,3,0.0,0.010714285714285713,1.0,1,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.01785714285714286,10.0,4,0.13333333333333333,0.1,0.0,1,1,1,-0.2,-0.021428571428571436,10.0,4, R
121,F,i-,0.9333333333333333,0.9,1.0,4,4,4,0.0,0.007142857142857159,1.0,1,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.003571428571428569,8.0,4,0.6,0.6,0.6,3,3,3,0.0,-5.204170427930421e-18,10.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857159,3.0,2, I1D
122,F,i-,0.6666666666666666,0.9,1.0,3,4,4,0.8,0.07142857142857147,3.0,2,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.01785714285714285,10.0,4,0.6,0.7,0.8,3,3,4,0.4,0.05000000000000001,9.0,4,0.3333333333333333,0.4,0.6,2,2,3,0.39999999999999997,0.032142857142857154,10.0,4,1D
123,F, i+,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.021428571428571422,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.025000000000000015,8.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.007142857142857138,9.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.003571428571428583,7.0,3, R
124,F, i+,0.8,1.0,1.0,4,4,4,0.6,0.05000000000000001,1.0,1,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.05714285714285716,7.0,3,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,1.0,1,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.021428571428571446,7.0,3, R
125,F,i-,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.028571428571428574,7.0,3,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.007142857142857156,7.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.04642857142857146,8.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.014285714285714277,4.0,2, I1D
126,F, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285717,4.0,2,0.8666666666666667,0.9,0.8,4,4,4,0.0,1.3877787807814457e-17,7.0,3,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,-3.469446951953614e-18,10.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.042857142857142864,10.0,4, I1D
127,F, i+,0.6,0.7,0.8,3,3,4,0.4,0.025000000000000022,5.0,3,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.04642857142857144,3.0,2,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.05000000000000001,5.0,3,0.2,0.2,0.2,1,1,1,0.0,0.01785714285714286,9.0,4,1D
128,F,i-,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.03571428571428572,6.0,3,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,1.0,1,0.6,0.5,0.4,3,3,2,-0.4,-0.04285714285714286,6.0,3,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.03214285714285715,10.0,4, 2D
129,F,i-,0.8,0.7,0.6,4,3,3,-0.4,-0.03571428571428571,10.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.0035714285714285865,10.0,4,0.4666666666666667,0.5,0.2,2,3,1,-0.2,-0.028571428571428584,10.0,4,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.053571428571428575,10.0,4, R
130,F,i-,0.8,0.9,1.0,4,4,4,0.4,0.03571428571428573,4.0,2,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.01428571428571429,5.0,2,0.7333333333333333,0.8,0.6,3,4,3,0.0,-6.938893903907228e-18,5.0,3,0.3333333333333333,0.2,0.4,2,1,2,-0.19999999999999996,-0.01785714285714285,8.0,4, R
131,F,i-,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.01785714285714285,9.0,4,0.8,0.9,1.0,4,4,4,0.4,0.03571428571428573,3.0,2,0.9333333333333333,0.9,1.0,4,4,4,0.0,1.3877787807814457e-17,3.0,2,0.4,0.4,0.4,2,2,2,0.0,0.003571428571428583,8.0,4, R
132,F,i-,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.04642857142857143,8.0,4,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.007142857142857156,8.0,4,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.014285714285714277,7.0,3,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.06785714285714287,9.0,4, 2D
133,F,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,1.0,1,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,1.0,1,0.6,0.8,0.6,3,4,3,0.39999999999999997,0.046428571428571444,6.0,3,0.5333333333333333,0.6,0.2,3,3,1,-0.2,-0.0035714285714285796,10.0,4,1D
134,F,i-,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.007142857142857142,8.0,4,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,2.0,1,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285713,6.0,3,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.05,10.0,4,1D
135,F, i+,0.8,0.9,1.0,4,4,4,0.4,0.035714285714285726,5.0,3,0.4,0.5,0.4,2,3,2,0.2,0.0071428571428571435,5.0,3,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.07500000000000001,5.0,2,0.7333333333333333,0.8,0.6,3,4,3,0.0,6.938893903907228e-18,7.0,3, I1D
136,F, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03571428571428574,3.0,2,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.053571428571428575,10.0,4,0.6,0.6,0.6,3,3,3,0.0,-6.938893903907228e-18,10.0,4,0.4,0.3,0.6,2,2,3,0.0,0.0035714285714285587,10.0,4, R
137,F,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,10.0,4,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.03571428571428574,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.02500000000000002,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.024999999999999994,10.0,4, R
138,F, i+,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.007142857142857142,8.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.010714285714285704,9.0,4,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.04642857142857145,8.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.014285714285714297,4.0,2, 2D
139,F, i+,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.007142857142857135,3.0,2,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.014285714285714277,10.0,4,0.4,0.4,0.8,2,2,4,0.4,0.02142857142857145,9.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.0035714285714285796,7.0,3, 2D
140,F, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.014285714285714303,3.0,2,0.6,0.6,1.0,3,3,4,0.4,0.04642857142857144,7.0,3,0.3333333333333333,0.2,0.0,2,1,1,-0.6,-0.07142857142857144,8.0,4,0.4666666666666667,0.4,0.8,2,2,4,0.20000000000000007,0.010714285714285732,9.0,4, R
141,F, i+,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.04642857142857146,1.0,1,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03571428571428574,1.0,1,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.01785714285714287,10.0,4,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.014285714285714278,5.0,2, R
142,F,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.017857142857142877,7.0,3,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.03214285714285717,8.0,4,0.4,0.4,0.2,2,2,1,-0.2,-0.007142857142857153,9.0,4,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.010714285714285727,8.0,4, R
143,F,i-,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,1.0,1,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.05000000000000001,1.0,1,0.6,0.6,0.6,3,3,3,0.0,0.024999999999999998,9.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.021428571428571422,8.0,4, I1D
144,F, i+,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.025000000000000005,9.0,4,0.6,0.7,1.0,3,3,4,0.6,0.06785714285714288,6.0,3,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.024999999999999994,8.0,4,0.2,0.3,0.2,1,2,1,0.2,0.014285714285714289,9.0,4, 2D
145,F, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,1.0,1,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857156,1.0,1,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.01785714285714285,10.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.0142857142857143,10.0,4, R
146,F, i+,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.01785714285714286,10.0,4,0.4666666666666667,0.3,0.0,2,2,1,-0.8,-0.07857142857142858,4.0,2,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025000000000000015,10.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.003571428571428576,8.0,4, I1D
147,F, i+,0.8,1.0,1.0,4,4,4,0.6,0.06071428571428573,1.0,1,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.042857142857142864,2.0,1,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.003571428571428583,8.0,4,0.2,0.1,0.0,1,1,1,-0.4,-0.03214285714285715,10.0,4, R
148,F, i+,0.7333333333333333,1.0,1.0,3,4,4,0.8,0.07142857142857145,10.0,4,0.6,0.7,1.0,3,3,4,0.6,0.05357142857142858,8.0,4,0.6,0.7,0.8,3,3,4,0.4,0.03214285714285715,9.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.035714285714285726,9.0,4, R
149,F, i+,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.05000000000000001,6.0,3,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.03928571428571429,8.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.01071428571428573,4.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.021428571428571425,10.0,4, R
150,F, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,2.0,1,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,3.0,2,0.8,0.7,0.6,4,3,3,-0.4,-0.021428571428571422,9.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,-0.010714285714285704,10.0,4,1D
151,F, i+,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.010714285714285714,10.0,4,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.03928571428571429,9.0,4,0.5333333333333333,0.6,1.0,3,3,4,0.6,0.06071428571428572,10.0,4,0.4666666666666667,0.4,0.8,2,2,4,0.20000000000000007,0.025000000000000005,10.0,4, I1D
152,F, i+,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.025,2.0,1,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.028571428571428595,2.0,1,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-0.010714285714285725,2.0,1,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02857142857142857,1.0,1, I1D
153,F,i-,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.0035714285714285657,8.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.0035714285714285865,8.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.0035714285714285587,8.0,4,0.4,0.4,0.4,2,2,2,0.0,-8.673617379884035e-18,8.0,4, I1D
154,F,i-,0.8,0.8,0.8,4,4,4,0.0,-0.0035714285714285657,4.0,2,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.02857142857142857,10.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.007142857142857152,10.0,4,0.26666666666666666,0.2,0.2,2,1,1,-0.2,-0.007142857142857153,10.0,4,1D
155,F, i+,0.8,0.8,0.8,4,4,4,0.0,-0.0035714285714285587,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.014285714285714277,10.0,4,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.03214285714285714,10.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.014285714285714277,10.0,4, I1D
156,F, i+,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.03571428571428572,9.0,4,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025,9.0,4,0.8,0.9,1.0,4,4,4,0.4,0.032142857142857154,9.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,1.3877787807814457e-17,10.0,4, R
157,F,i-,0.8,1.0,1.0,4,4,4,0.6,0.0642857142857143,3.0,2,0.4,0.6,0.6,2,3,3,0.6,0.06428571428571431,10.0,4,0.26666666666666666,0.2,0.2,2,1,1,-0.2,-0.010714285714285725,10.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.025,9.0,4, R
158,F,i-,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.028571428571428567,4.0,2,0.5333333333333333,0.7,1.0,3,3,4,0.8,0.060714285714285735,7.0,3,0.6,0.5,0.4,3,3,2,-0.4,-0.01785714285714285,7.0,3,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.003571428571428576,8.0,4, R
159,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.02142857142857143,2.0,1,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.039285714285714285,8.0,4,0.6,0.7,0.8,3,3,4,0.4,0.02857142857142859,5.0,3,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.028571428571428577,8.0,4, R
160,F, i+,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.025,10.0,4,0.6666666666666666,0.7,0.4,3,3,2,-0.19999999999999996,-0.0142857142857143,10.0,4,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.042857142857142864,10.0,4,0.6,0.5,0.4,3,3,2,-0.4,-0.03571428571428573,10.0,4, 2D
161,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025,10.0,4,0.4,0.4,0.4,2,2,2,0.0,0.010714285714285728,10.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.010714285714285704,5.0,2,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.03571428571428571,7.0,3, 2D
162,F, i+,0.9333333333333333,0.9,1.0,4,4,4,0.0,0.007142857142857159,4.0,2,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.042857142857142864,7.0,3,0.6666666666666666,0.6,0.2,3,3,1,-0.6000000000000001,-0.06071428571428572,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.02142857142857145,9.0,4, 2D
163,F,i-,0.3333333333333333,0.4,0.4,2,2,2,0.2,0.028571428571428577,7.0,3,0.4,0.4,0.2,2,2,1,-0.2,-0.03571428571428571,4.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.014285714285714296,3.0,2,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.04642857142857144,7.0,3, 2D
164,F, i+,0.8,0.8,0.8,4,4,4,0.0,1.0408340855860843e-17,6.0,3,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.03214285714285715,7.0,3,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.003571428571428576,7.0,3,0.3333333333333333,0.3,0.6,2,2,3,0.19999999999999996,0.017857142857142877,7.0,3, I1D
165, S, i+,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.003571428571428562,9.0,4,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,4.0,2,0.4,0.5,0.4,2,3,2,0.2,0.007142857142857157,6.0,3,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.014285714285714304,6.0,3, 2D
166, S, i+,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.01785714285714286,10.0,4,0.8,0.8,0.8,4,4,4,0.0,1.3877787807814457e-17,10.0,4,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.042857142857142885,10.0,4,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.024999999999999998,10.0,4,1D
167, S,i-,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03214285714285715,9.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.014285714285714284,7.0,3,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.028571428571428567,7.0,3,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,-0.0035714285714285605,9.0,4, 2D
168, S, i+,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.014285714285714297,3.0,2,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.014285714285714277,3.0,2,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.010714285714285732,8.0,4,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.028571428571428588,10.0,4,1D
169, S,i-,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.03571428571428574,1.0,1,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.01785714285714287,1.0,1,0.8,0.8,0.8,4,4,4,0.0,0.014285714285714284,1.0,1,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.007142857142857138,1.0,1,1D
170, S,i-,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.03214285714285715,8.0,4,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.01785714285714287,8.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-0.0071428571428571366,8.0,4,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-0.01428571428571428,8.0,4, 2D
171, S, i+,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.014285714285714297,10.0,4,0.4,0.4,0.0,2,2,1,-0.4,-0.028571428571428588,10.0,4,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.02857142857142859,10.0,4,0.5333333333333333,0.3,0.2,3,2,1,-0.8,-0.07500000000000001,10.0,4, R
172, S,i-,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.014285714285714284,8.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.01785714285714287,3.0,2,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.014285714285714278,3.0,2,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.050000000000000024,8.0,4, 2D
173, S, i+,0.6,0.7,1.0,3,3,4,0.6,0.04642857142857146,7.0,3,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.014285714285714303,8.0,4,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.02142857142857145,7.0,3,0.2,0.3,0.4,1,2,2,0.4,0.032142857142857154,3.0,2, 2D
174, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,2.0,1,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.01785714285714287,8.0,4,0.4666666666666667,0.4,0.6,2,2,3,0.0,0.007142857142857159,10.0,4,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.05000000000000001,6.0,3, I1D
175, S, i+,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.014285714285714277,3.0,2,0.4,0.3,0.0,2,2,1,-0.6,-0.05000000000000001,9.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,-0.007142857142857131,5.0,2,0.26666666666666666,0.4,0.2,2,2,1,0.2,0.035714285714285726,8.0,4,1D
176, S,i-,0.8,0.9,1.0,4,4,4,0.4,0.053571428571428575,6.0,3,0.8666666666666667,0.8,1.0,4,4,4,0.0,0.01071428571428573,4.0,2,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.021428571428571443,9.0,4,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.039285714285714285,10.0,4,1D
177, S,i-,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.04285714285714286,10.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.03571428571428571,10.0,4,0.4666666666666667,0.7,0.4,2,3,2,0.4,0.02857142857142858,7.0,3,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.0035714285714285587,2.0,1,1D
178, S,i-,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.010714285714285704,10.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.028571428571428567,10.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.021428571428571422,10.0,4,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.04642857142857144,10.0,4, I1D
179, S,i-,0.6666666666666666,0.9,0.8,3,4,4,0.6000000000000001,0.060714285714285735,3.0,2,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.06071428571428573,4.0,2,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,7.0,3,0.3333333333333333,0.3,0.0,2,2,1,-0.4,-0.032142857142857154,9.0,4, I1D
180, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,3.0,2,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.007142857142857138,5.0,2,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.003571428571428564,10.0,4,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.05357142857142859,10.0,4,1D
181, S,i-,0.5333333333333333,0.6,0.2,3,3,1,-0.2,-0.007142857142857145,9.0,4,0.4666666666666667,0.5,0.2,2,3,1,-0.2,-0.021428571428571443,9.0,4,0.3333333333333333,0.4,0.4,2,2,2,0.2,0.014285714285714304,9.0,4,0.8,0.9,1.0,4,4,4,0.4,0.042857142857142864,9.0,4,1D
182, S, i+,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03928571428571431,2.0,1,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,3.0,2,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.04642857142857143,8.0,4,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.025000000000000015,8.0,4,1D
183, S, i+,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.024999999999999994,8.0,4,0.4666666666666667,0.4,0.6,2,2,3,0.0,0.014285714285714301,8.0,4,0.6666666666666666,0.9,1.0,3,4,4,0.8,0.07500000000000001,8.0,4,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.05000000000000003,8.0,4, R
184, S,i-,0.8,0.8,0.8,4,4,4,0.0,0.017857142857142856,10.0,4,0.3333333333333333,0.4,0.4,2,2,2,0.2,0.02142857142857143,10.0,4,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.046428571428571444,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.0035714285714285657,10.0,4, I1D
185, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,2.0,1,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.025000000000000022,6.0,3,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.01071428571428571,8.0,4,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.03214285714285715,10.0,4, R
186, S, i+,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.007142857142857142,5.0,3,0.7333333333333333,0.7,0.8,3,3,4,0.0,-6.938893903907228e-18,6.0,3,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.014285714285714303,8.0,4,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-6.938893903907228e-18,10.0,4, R
187, S, i+,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.042857142857142885,4.0,2,0.6,0.7,1.0,3,3,4,0.6,0.042857142857142864,8.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.007142857142857138,8.0,4,0.6,0.7,0.8,3,3,4,0.4,0.03214285714285717,8.0,4, R
