sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2
146,F,i-,Bear,4_R,3,0.3076923076923077,0.4666666666666667,0.26666666666666666,0.0,0.12540192926045016,0.09561752988047809,3,8.0,9,5,9,5,3,2,6,2.8928571428571432,-1.1071428571428568,2.8928571428571432,-1.1071428571428568,-3.1071428571428568,-4.107142857142857,-0.10714285714285676
147,F,i-,Bunny,1_1D,1,0.88,0.6666666666666666,1.0,0.33333333333333337,0.3225806451612903,0.34,2,42.5,4,10,2,9,9,10,1,-1.7142857142857144,4.285714285714286,-3.7142857142857144,3.2857142857142856,3.2857142857142856,4.285714285714286,-4.714285714285714
147,F,i-,Green,2_I1D,4,0.8333333333333334,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.32903225806451614,0.348,2,43.5,7,9,4,9,9,10,1,1.2857142857142856,3.2857142857142856,-1.7142857142857144,3.2857142857142856,3.2857142857142856,4.285714285714286,-4.714285714285714
147,F,i-,Bear,3_2D,3,0.5616438356164384,0.6,0.5333333333333333,0.0,0.23548387096774193,0.232,3,19.333333333333332,7,3,8,6,2,2,8,1.2857142857142856,-2.7142857142857144,2.2857142857142856,0.2857142857142856,-3.7142857142857144,-3.7142857142857144,2.2857142857142856
147,F,i-,Squid,4_R,2,0.45714285714285713,0.4,0.4666666666666667,0.06666666666666665,0.11290322580645161,0.08,1,20.0,8,1,9,2,2,1,7,2.2857142857142856,-4.714285714285714,3.2857142857142856,-3.7142857142857144,-3.7142857142857144,-4.714285714285714,1.2857142857142856
148,F,i-,Squid,1_1D,4,0.8952380952380953,0.8666666666666667,1.0,0.1333333333333333,0.33653846153846156,0.35714285714285715,3,30.0,2,8,2,8,9,10,5,-3.7857142857142856,2.2142857142857144,-3.7857142857142856,2.2142857142857144,3.2142857142857144,4.214285714285714,-0.7857142857142856
148,F,i-,Green,2_I1D,1,0.417910447761194,0.4,0.3333333333333333,0.0,0.21474358974358973,0.20634920634920634,4,13.0,8,6,6,4,3,3,6,2.2142857142857144,0.2142857142857144,0.2142857142857144,-1.7857142857142856,-2.7857142857142856,-2.7857142857142856,0.2142857142857144
148,F,i-,Bear,3_2D,3,0.46296296296296297,0.6,0.4666666666666667,0.0,0.17307692307692307,0.15476190476190477,2,19.5,5,4,9,4,4,3,6,-0.7857142857142856,-1.7857142857142856,3.2142857142857144,-1.7857142857142856,-1.7857142857142856,-2.7857142857142856,0.2142857142857144
148,F,i-,Bunny,4_R,2,0.5465116279069767,0.6,0.6,0.0,0.27564102564102566,0.28174603174603174,2,35.5,8,8,6,7,6,6,6,2.2142857142857144,2.2142857142857144,0.2142857142857144,1.2142857142857144,0.2142857142857144,0.2142857142857144,0.2142857142857144
149,F,i+,Bunny,1_1D,3,0.717391304347826,0.6,0.8666666666666667,0.2666666666666667,0.14838709677419354,0.124,1,31.0,10,2,10,4,4,6,8,3.321428571428571,-4.678571428571429,3.321428571428571,-2.678571428571429,-2.678571428571429,-0.6785714285714288,1.3214285714285712
149,F,i+,Green,2_I1D,4,0.8142857142857143,0.6666666666666666,1.0,0.33333333333333337,0.45161290322580644,0.5,2,62.5,10,10,1,10,10,10,4,3.321428571428571,3.321428571428571,-5.678571428571429,3.321428571428571,3.321428571428571,3.321428571428571,-2.678571428571429
149,F,i+,Squid,3_2D,1,0.6530612244897959,0.5333333333333333,0.8,0.2666666666666667,0.3161290322580645,0.332,1,83.0,10,8,8,7,6,10,6,3.321428571428571,1.3214285714285712,1.3214285714285712,0.3214285714285712,-0.6785714285714288,3.321428571428571,-0.6785714285714288
149,F,i+,Bear,4_R,2,0.46153846153846156,0.6,0.26666666666666666,0.0,0.08387096774193549,0.044,1,11.0,10,1,7,2,1,4,8,3.321428571428571,-5.678571428571429,0.3214285714285712,-4.678571428571429,-5.678571428571429,-2.678571428571429,1.3214285714285712
150,F,i-,Bear,1_1D,4,0.8518518518518519,0.8666666666666667,0.8666666666666667,0.0,0.08681672025723473,0.04780876494023904,1,12.0,10,8,2,5,8,10,6,4.071428571428571,2.071428571428571,-3.928571428571429,-0.9285714285714288,2.071428571428571,4.071428571428571,0.07142857142857117
150,F,i-,Bunny,2_I1D,1,0.9162995594713657,0.4,0.9333333333333333,0.5333333333333333,0.729903536977492,0.8446215139442231,2,106.0,10,10,1,10,10,10,1,4.071428571428571,4.071428571428571,-4.928571428571429,4.071428571428571,4.071428571428571,4.071428571428571,-4.928571428571429
150,F,i-,Squid,3_2D,3,0.5833333333333334,0.6,0.5333333333333333,0.0,0.07717041800643087,0.035856573705179286,1,9.0,5,6,9,2,2,4,5,-0.9285714285714288,0.07142857142857117,3.071428571428571,-3.928571428571429,-3.928571428571429,-1.9285714285714288,-0.9285714285714288
150,F,i-,Green,4_R,2,0.5151515151515151,0.7333333333333333,0.26666666666666666,0.0,0.10610932475884244,0.07171314741035857,1,18.0,7,6,9,2,2,3,3,1.0714285714285712,0.07142857142857117,3.071428571428571,-3.928571428571429,-3.928571428571429,-2.928571428571429,-2.928571428571429
151,F,i+,Squid,1_1D,1,0.9166666666666666,0.9333333333333333,1.0,0.06666666666666665,0.1935483870967742,0.18,1,45.0,4,2,2,4,2,10,2,-1.7857142857142856,-3.7857142857142856,-3.7857142857142856,-1.7857142857142856,-3.7857142857142856,4.214285714285714,-3.7857142857142856
151,F,i+,Bear,2_I1D,3,0.8928571428571429,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.18064516129032257,0.164,2,20.5,7,5,5,4,4,10,2,1.2142857142857144,-0.7857142857142856,-0.7857142857142856,-1.7857142857142856,-1.7857142857142856,4.214285714285714,-3.7857142857142856
151,F,i+,Bunny,3_2D,4,0.7928571428571428,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.45161290322580644,0.5,2,62.5,8,9,8,8,9,9,8,2.2142857142857144,3.2142857142857144,2.2142857142857144,2.2142857142857144,3.2142857142857144,3.2142857142857144,2.2142857142857144
151,F,i+,Green,4_R,2,0.5555555555555556,0.4666666666666667,0.6,0.1333333333333333,0.17419354838709677,0.156,2,19.5,9,3,10,3,4,4,7,3.2142857142857144,-2.7857142857142856,4.214285714285714,-2.7857142857142856,-1.7857142857142856,-1.7857142857142856,1.2142857142857144
152,F,i-,Bear,1_1D,3,0.88,0.3333333333333333,0.9333333333333333,0.6000000000000001,0.7234726688102894,0.8366533864541833,1,210.0,7,10,1,10,10,10,10,2.071428571428571,5.071428571428571,-3.928571428571429,5.071428571428571,5.071428571428571,5.071428571428571,5.071428571428571
152,F,i-,Bunny,2_I1D,4,0.3181818181818182,0.4,0.2,0.0,0.0707395498392283,0.027888446215139442,1,7.0,4,2,10,2,2,2,3,-0.9285714285714288,-2.928571428571429,5.071428571428571,-2.928571428571429,-2.928571428571429,-2.928571428571429,-1.9285714285714288
152,F,i-,Green,3_2D,2,0.55,0.4666666666666667,0.6,0.1333333333333333,0.12861736334405144,0.099601593625498,1,25.0,3,2,10,2,3,4,6,-1.9285714285714288,-2.928571428571429,5.071428571428571,-2.928571428571429,-1.9285714285714288,-0.9285714285714288,1.0714285714285712
152,F,i-,Squid,4_R,1,0.4583333333333333,0.4666666666666667,0.4666666666666667,0.0,0.07717041800643087,0.035856573705179286,1,9.0,7,2,10,2,2,1,1,2.071428571428571,-2.928571428571429,5.071428571428571,-2.928571428571429,-2.928571428571429,-3.928571428571429,-3.928571428571429
153,F,i+,Green,1_1D,3,0.7918367346938775,0.8,0.8666666666666667,0.06666666666666665,0.7852564102564102,0.9126984126984127,1,230.0,6,8,2,10,10,9,3,0.6071428571428568,2.6071428571428568,-3.3928571428571432,4.607142857142857,4.607142857142857,3.6071428571428568,-2.3928571428571432
153,F,i+,Squid,2_I1D,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.04807692307692308,0.0,0,0.0,7,5,4,1,1,6,8,1.6071428571428568,-0.39285714285714324,-1.3928571428571432,-4.392857142857143,-4.392857142857143,0.6071428571428568,2.6071428571428568
153,F,i+,Bunny,3_2D,4,0.4594594594594595,0.5333333333333333,0.3333333333333333,0.0,0.11858974358974358,0.0873015873015873,1,22.0,7,6,7,5,3,6,5,1.6071428571428568,0.6071428571428568,1.6071428571428568,-0.39285714285714324,-2.3928571428571432,0.6071428571428568,-0.39285714285714324
153,F,i+,Bear,4_R,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.04807692307692308,0.0,0,0.0,7,2,8,1,1,5,8,1.6071428571428568,-3.3928571428571432,2.6071428571428568,-4.392857142857143,-4.392857142857143,-0.39285714285714324,2.6071428571428568
