sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2
116,F,i+,Green,2_I1D,4,0.8983050847457628,0.8666666666666667,1.0,0.1333333333333333,0.19032258064516128,0.176,1,44.0,7,5,5,6,8,8,7,1.0,-1.0,-1.0,0.0,2.0,2.0,1.0
116,F,i+,Bear,3_2D,3,0.6666666666666666,0.4666666666666667,0.7333333333333333,0.2666666666666666,0.18387096774193548,0.168,1,42.0,10,7,8,8,7,5,8,4.0,1.0,2.0,2.0,1.0,-1.0,2.0
116,F,i+,Bunny,4_R,2,0.4301675977653631,0.4,0.4,0.0,0.5774193548387097,0.656,1,164.0,10,9,10,9,1,2,3,4.0,3.0,4.0,3.0,-5.0,-4.0,-3.0
117,F,i+,Squid,1_1D,3,0.8813559322033898,0.6,1.0,0.4,0.19032258064516128,0.176,4,11.0,5,1,1,4,10,10,1,-0.7857142857142856,-4.785714285714286,-4.785714285714286,-1.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286
117,F,i+,Bear,2_I1D,1,0.8392857142857143,0.7333333333333333,1.0,0.2666666666666667,0.18064516129032257,0.164,4,10.25,3,2,2,6,10,10,1,-2.7857142857142856,-3.7857142857142856,-3.7857142857142856,0.2142857142857144,4.214285714285714,4.214285714285714,-4.785714285714286
117,F,i+,Bunny,3_2D,4,0.734375,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.2064516129032258,0.196,4,12.25,5,4,6,5,10,10,1,-0.7857142857142856,-1.7857142857142856,0.2142857142857144,-0.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286
117,F,i+,Green,4_R,2,0.4580152671755725,0.2,0.4666666666666667,0.26666666666666666,0.42258064516129035,0.464,4,29.0,9,9,10,9,5,4,9,3.2142857142857144,3.2142857142857144,4.214285714285714,3.2142857142857144,-0.7857142857142856,-1.7857142857142856,3.2142857142857144
118,F,i-,Bunny,1_1D,2,0.6842105263157895,0.7333333333333333,0.4666666666666667,0.0,0.18387096774193548,0.168,3,14.0,6,8,9,7,1,1,4,-0.39285714285714324,1.6071428571428568,2.6071428571428568,0.6071428571428568,-5.392857142857143,-5.392857142857143,-2.3928571428571432
118,F,i-,Squid,2_I1D,4,0.9295774647887324,0.8666666666666667,1.0,0.1333333333333333,0.22903225806451613,0.224,5,11.2,1,6,2,4,10,10,1,-5.392857142857143,-0.39285714285714324,-4.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143
118,F,i-,Bear,3_2D,1,0.7156862745098039,0.6,0.9333333333333333,0.33333333333333337,0.32903225806451614,0.348,3,29.0,6,10,7,10,10,10,4,-0.39285714285714324,3.6071428571428568,0.6071428571428568,3.6071428571428568,3.6071428571428568,3.6071428571428568,-2.3928571428571432
118,F,i-,Green,4_R,3,0.4625,0.5333333333333333,0.3333333333333333,0.0,0.25806451612903225,0.26,2,32.5,10,8,10,9,2,4,9,3.6071428571428568,1.6071428571428568,3.6071428571428568,2.6071428571428568,-4.392857142857143,-2.3928571428571432,2.6071428571428568
119,F,i-,Bunny,1_1D,2,0.7611940298507462,0.8,0.8,0.0,0.2161290322580645,0.208,1,52.0,10,9,1,9,10,10,10,1.8214285714285712,0.8214285714285712,-7.178571428571429,0.8214285714285712,1.8214285714285712,1.8214285714285712,1.8214285714285712
119,F,i-,Bear,2_I1D,4,0.8923076923076924,0.8666666666666667,0.8666666666666667,0.0,0.20967741935483872,0.2,1,50.0,10,10,1,9,10,10,10,1.8214285714285712,1.8214285714285712,-7.178571428571429,0.8214285714285712,1.8214285714285712,1.8214285714285712,1.8214285714285712
119,F,i-,Squid,3_2D,1,0.6936936936936937,0.4666666666666667,0.8,0.33333333333333337,0.3580645161290323,0.384,1,96.0,10,9,4,10,8,10,10,1.8214285714285712,0.8214285714285712,-4.178571428571429,1.8214285714285712,-0.17857142857142883,1.8214285714285712,1.8214285714285712
119,F,i-,Green,4_R,3,0.5671641791044776,0.6,0.5333333333333333,0.0,0.2161290322580645,0.208,1,52.0,10,3,10,9,6,1,10,1.8214285714285712,-5.178571428571429,1.8214285714285712,0.8214285714285712,-2.178571428571429,-7.178571428571429,1.8214285714285712
120,F,i-,Squid,1_1D,2,0.8918918918918919,0.8,1.0,0.19999999999999996,0.11935483870967742,0.088,2,11.0,4,6,1,3,10,10,2,-1.8928571428571432,0.10714285714285676,-4.892857142857143,-2.8928571428571432,4.107142857142857,4.107142857142857,-3.8928571428571432
120,F,i-,Green,2_I1D,1,0.8064516129032258,0.6,0.8666666666666667,0.2666666666666667,0.2,0.188,1,47.0,5,7,4,4,10,9,2,-0.8928571428571432,1.1071428571428568,-1.8928571428571432,-1.8928571428571432,4.107142857142857,3.1071428571428568,-3.8928571428571432
120,F,i-,Bunny,3_2D,4,0.65625,0.7333333333333333,0.6,0.0,0.3096774193548387,0.324,2,40.5,5,8,8,7,3,3,8,-0.8928571428571432,2.1071428571428568,2.1071428571428568,1.1071428571428568,-2.8928571428571432,-2.8928571428571432,2.1071428571428568
120,F,i-,Bear,4_R,3,0.5304347826086957,0.3333333333333333,0.4666666666666667,0.13333333333333336,0.3709677419354839,0.4,3,33.333333333333336,8,8,9,9,1,3,8,2.1071428571428568,2.1071428571428568,3.1071428571428568,3.1071428571428568,-4.892857142857143,-2.8928571428571432,2.1071428571428568
121,F,i-,Bunny,1_1D,3,0.7674418604651163,0.4666666666666667,0.9333333333333333,0.4666666666666667,0.13870967741935483,0.112,2,14.0,9,2,1,3,10,10,2,3.178571428571429,-3.821428571428571,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-3.821428571428571
121,F,i-,Bear,2_I1D,1,0.8205128205128205,0.8,0.9333333333333333,0.1333333333333333,0.12580645161290321,0.096,2,12.0,3,2,4,2,9,10,2,-2.821428571428571,-3.821428571428571,-1.8214285714285712,-3.821428571428571,3.178571428571429,4.178571428571429,-3.821428571428571
121,F,i-,Green,3_2D,4,0.7068965517241379,0.9333333333333333,0.7333333333333333,0.0,0.3741935483870968,0.404,2,50.5,3,9,8,9,6,7,9,-2.821428571428571,3.178571428571429,2.178571428571429,3.178571428571429,0.17857142857142883,1.1785714285714288,3.178571428571429
121,F,i-,Squid,4_R,2,0.44642857142857145,0.4,0.4666666666666667,0.06666666666666665,0.36129032258064514,0.388,3,32.333333333333336,8,10,10,10,2,1,2,2.178571428571429,4.178571428571429,4.178571428571429,4.178571428571429,-3.821428571428571,-4.821428571428571,-3.821428571428571
122,F,i-,Green,1_1D,2,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.04838709677419355,0.0,0,0.0,8,2,10,1,1,3,10,1.0,-5.0,3.0,-6.0,-6.0,-4.0,3.0
122,F,i-,Bunny,2_I1D,3,0.6071428571428571,0.7333333333333333,0.4666666666666667,0.0,0.2709677419354839,0.276,2,34.5,8,9,6,8,6,9,7,1.0,2.0,-1.0,1.0,-1.0,2.0,0.0
122,F,i-,Squid,3_2D,1,0.6896551724137931,0.8666666666666667,0.6,0.0,0.46774193548387094,0.52,2,65.0,7,10,5,7,9,9,7,0.0,3.0,-2.0,0.0,2.0,2.0,0.0
122,F,i-,Bear,4_R,4,0.5,0.4666666666666667,0.4666666666666667,0.0,0.2129032258064516,0.204,1,51.0,9,9,7,7,7,6,9,2.0,2.0,0.0,0.0,0.0,-1.0,2.0
123,F,i-,Squid,1_1D,3,0.9444444444444444,0.8666666666666667,1.0,0.1333333333333333,0.23225806451612904,0.228,6,9.5,1,3,1,2,10,10,1,-3.928571428571429,-1.9285714285714288,-3.928571428571429,-2.928571428571429,5.071428571428571,5.071428571428571,-3.928571428571429
123,F,i-,Bear,2_I1D,4,0.9104477611940298,1.0,0.9333333333333333,0.0,0.2161290322580645,0.208,4,13.0,1,3,2,2,10,10,1,-3.928571428571429,-1.9285714285714288,-2.928571428571429,-2.928571428571429,5.071428571428571,5.071428571428571,-3.928571428571429
123,F,i-,Bunny,3_2D,1,0.72,0.6,0.8666666666666667,0.2666666666666667,0.24193548387096775,0.24,5,12.0,6,7,7,3,7,8,4,1.0714285714285712,2.071428571428571,2.071428571428571,-1.9285714285714288,2.071428571428571,3.071428571428571,-0.9285714285714288
123,F,i-,Green,4_R,2,0.5104166666666666,0.5333333333333333,0.26666666666666666,0.0,0.3096774193548387,0.324,4,20.25,10,9,10,7,1,1,1,5.071428571428571,4.071428571428571,5.071428571428571,2.071428571428571,-3.928571428571429,-3.928571428571429,-3.928571428571429
124,F,i-,Bunny,1_1D,3,0.8813559322033898,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.38064516129032255,0.412,2,51.5,8,1,2,9,8,10,1,2.2142857142857144,-4.785714285714286,-3.7857142857142856,3.2142857142857144,2.2142857142857144,4.214285714285714,-4.785714285714286
124,F,i-,Squid,2_I1D,2,0.9583333333333334,0.9333333333333333,1.0,0.06666666666666665,0.15483870967741936,0.132,1,33.0,2,8,4,5,8,10,1,-3.7857142857142856,2.2142857142857144,-1.7857142857142856,-0.7857142857142856,2.2142857142857144,4.214285714285714,-4.785714285714286
124,F,i-,Bear,3_2D,4,0.7192982456140351,0.5333333333333333,0.8,0.2666666666666667,0.18387096774193548,0.168,1,42.0,6,9,7,6,9,9,1,0.2142857142857144,3.2142857142857144,1.2142857142857144,0.2142857142857144,3.2142857142857144,3.2142857142857144,-4.785714285714286
124,F,i-,Green,4_R,1,0.4942528735632184,0.4666666666666667,0.6,0.1333333333333333,0.2806451612903226,0.288,2,36.0,10,7,9,8,2,1,1,4.214285714285714,1.2142857142857144,3.2142857142857144,2.2142857142857144,-3.7857142857142856,-4.785714285714286,-4.785714285714286
125,F,i+,Squid,1_1D,3,0.7183098591549296,0.8,0.5333333333333333,0.0,0.22903225806451613,0.224,2,28.0,5,6,2,7,10,10,3,-0.8571428571428568,0.14285714285714324,-3.8571428571428568,1.1428571428571432,4.142857142857143,4.142857142857143,-2.8571428571428568
125,F,i+,Bunny,2_I1D,1,0.6727272727272727,0.4,0.8,0.4,0.1774193548387097,0.16,1,40.0,5,8,2,6,9,9,3,-0.8571428571428568,2.1428571428571432,-3.8571428571428568,0.14285714285714324,3.1428571428571432,3.1428571428571432,-2.8571428571428568
125,F,i+,Green,3_2D,2,0.5909090909090909,0.4666666666666667,0.6,0.1333333333333333,0.3548387096774194,0.38,2,47.5,5,9,8,9,3,4,3,-0.8571428571428568,3.1428571428571432,2.1428571428571432,3.1428571428571432,-2.8571428571428568,-1.8571428571428568,-2.8571428571428568
125,F,i+,Bear,4_R,4,0.5405405405405406,0.7333333333333333,0.5333333333333333,0.0,0.23870967741935484,0.236,1,59.0,7,8,10,9,1,1,2,1.1428571428571432,2.1428571428571432,4.142857142857143,3.1428571428571432,-4.857142857142857,-4.857142857142857,-3.8571428571428568
126,F,i+,Green,1_1D,4,0.8928571428571429,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.09032258064516129,0.052,1,13.0,3,4,2,1,10,10,1,-2.75,-1.75,-3.75,-4.75,4.25,4.25,-4.75
126,F,i+,Bunny,2_I1D,3,0.6382978723404256,0.4666666666666667,0.8,0.33333333333333337,0.15161290322580645,0.128,1,32.0,10,4,3,4,10,10,1,4.25,-1.75,-2.75,-1.75,4.25,4.25,-4.75
126,F,i+,Bear,3_2D,2,0.6415094339622641,0.6,0.4,0.0,0.17096774193548386,0.152,1,38.0,10,2,8,7,1,5,6,4.25,-3.75,2.25,1.25,-4.75,-0.75,0.25
126,F,i+,Squid,4_R,1,0.4230769230769231,0.4,0.4,0.0,0.5870967741935483,0.668,1,167.0,10,7,9,10,1,4,8,4.25,1.25,3.25,4.25,-4.75,-1.75,2.25
127,F,i-,Squid,1_1D,3,0.9732142857142857,0.8666666666666667,1.0,0.1333333333333333,0.36129032258064514,0.388,3,32.333333333333336,10,4,1,10,10,10,9,2.928571428571429,-3.071428571428571,-6.071428571428571,2.928571428571429,2.928571428571429,2.928571428571429,1.9285714285714288
127,F,i-,Bear,2_I1D,4,0.8387096774193549,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.3,0.312,2,39.0,10,4,2,7,8,10,9,2.928571428571429,-3.071428571428571,-5.071428571428571,-0.07142857142857117,0.9285714285714288,2.928571428571429,1.9285714285714288
127,F,i-,Green,3_2D,1,0.5616438356164384,0.6,0.4,0.0,0.23548387096774193,0.232,2,29.0,10,6,10,4,3,7,10,2.928571428571429,-1.0714285714285712,2.928571428571429,-3.071428571428571,-4.071428571428571,-0.07142857142857117,2.928571428571429
127,F,i-,Bunny,4_R,2,0.40625,0.4666666666666667,0.3333333333333333,0.0,0.1032258064516129,0.068,1,17.0,10,6,8,3,1,6,10,2.928571428571429,-1.0714285714285712,0.9285714285714288,-4.071428571428571,-6.071428571428571,-1.0714285714285712,2.928571428571429
128,F,i+,Bunny,1_1D,3,0.46153846153846156,0.5333333333333333,0.4,0.0,0.08333333333333333,0.04365079365079365,2,5.5,8,5,10,3,2,1,9,2.5357142857142856,-0.4642857142857144,4.535714285714286,-2.4642857142857144,-3.4642857142857144,-4.464285714285714,3.5357142857142856
128,F,i+,Green,2_I1D,4,0.5176470588235295,0.5333333333333333,0.4,0.0,0.2724358974358974,0.2777777777777778,2,35.0,9,4,5,2,3,4,5,3.5357142857142856,-1.4642857142857144,-0.4642857142857144,-3.4642857142857144,-2.4642857142857144,-1.4642857142857144,-0.4642857142857144
128,F,i+,Squid,3_2D,2,0.5294117647058824,0.5333333333333333,0.5333333333333333,0.0,0.05448717948717949,0.007936507936507936,1,2.0,8,6,5,6,4,4,5,2.5357142857142856,0.5357142857142856,-0.4642857142857144,0.5357142857142856,-1.4642857142857144,-1.4642857142857144,-0.4642857142857144
128,F,i+,Bear,4_R,1,0.5543478260869565,0.6666666666666666,0.6,0.0,0.5897435897435898,0.6706349206349206,2,84.5,4,2,6,8,8,9,8,-1.4642857142857144,-3.4642857142857144,0.5357142857142856,2.5357142857142856,2.5357142857142856,3.5357142857142856,2.5357142857142856
129,F,i+,Green,1_1D,2,0.5340909090909091,0.6666666666666666,0.4666666666666667,0.0,0.28205128205128205,0.2896825396825397,2,36.5,3,10,2,7,8,10,10,-4.071428571428571,2.928571428571429,-5.071428571428571,-0.07142857142857117,0.9285714285714288,2.928571428571429,2.928571428571429
129,F,i+,Bunny,2_I1D,3,0.5517241379310345,0.3333333333333333,0.5333333333333333,0.2,0.27884615384615385,0.2857142857142857,2,36.0,10,7,10,6,5,2,3,2.928571428571429,-0.07142857142857117,2.928571428571429,-1.0714285714285712,-2.071428571428571,-5.071428571428571,-4.071428571428571
129,F,i+,Squid,3_2D,4,0.3888888888888889,0.4,0.3333333333333333,0.0,0.11538461538461539,0.08333333333333333,2,10.5,9,5,5,4,6,7,6,1.9285714285714288,-2.071428571428571,-2.071428571428571,-3.071428571428571,-1.0714285714285712,-0.07142857142857117,-1.0714285714285712
129,F,i+,Bear,4_R,1,0.46534653465346537,0.4666666666666667,0.3333333333333333,0.0,0.32371794871794873,0.3412698412698413,2,43.0,7,10,8,10,8,10,10,-0.07142857142857117,2.928571428571429,0.9285714285714288,2.928571428571429,0.9285714285714288,2.928571428571429,2.928571428571429
130,F,i+,Squid,1_1D,1,0.9393939393939394,0.9333333333333333,0.9333333333333333,0.0,0.2129032258064516,0.204,1,51.0,3,4,2,3,10,10,1,-3.1071428571428568,-2.1071428571428568,-4.107142857142857,-3.1071428571428568,3.8928571428571432,3.8928571428571432,-5.107142857142857
130,F,i+,Bear,2_I1D,2,0.8461538461538461,0.6,0.9333333333333333,0.33333333333333337,0.20967741935483872,0.2,1,50.0,7,7,5,5,9,10,1,0.8928571428571432,0.8928571428571432,-1.1071428571428568,-1.1071428571428568,2.8928571428571432,3.8928571428571432,-5.107142857142857
130,F,i+,Green,3_2D,4,0.5909090909090909,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2129032258064516,0.204,1,51.0,8,8,8,7,6,5,4,1.8928571428571432,1.8928571428571432,1.8928571428571432,0.8928571428571432,-0.10714285714285676,-1.1071428571428568,-2.1071428571428568
130,F,i+,Bunny,4_R,3,0.504424778761062,0.4666666666666667,0.4,0.0,0.36451612903225805,0.392,1,98.0,9,9,10,10,3,4,3,2.8928571428571432,2.8928571428571432,3.8928571428571432,3.8928571428571432,-3.1071428571428568,-2.1071428571428568,-3.1071428571428568
131,F,i+,Bunny,1_1D,1,0.8703703703703703,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.34838709677419355,0.372,2,46.5,1,1,1,10,10,10,1,-4.821428571428571,-4.821428571428571,-4.821428571428571,4.178571428571429,4.178571428571429,4.178571428571429,-4.821428571428571
131,F,i+,Bear,2_I1D,2,0.8666666666666667,0.8666666666666667,0.8,0.0,0.3387096774193548,0.36,2,45.0,1,1,1,9,10,10,1,-4.821428571428571,-4.821428571428571,-4.821428571428571,3.178571428571429,4.178571428571429,4.178571428571429,-4.821428571428571
131,F,i+,Green,3_2D,4,0.5915492957746479,0.5333333333333333,0.6,0.06666666666666665,0.22903225806451613,0.224,2,28.0,10,10,8,6,5,5,8,4.178571428571429,4.178571428571429,2.178571428571429,0.17857142857142883,-0.8214285714285712,-0.8214285714285712,2.178571428571429
131,F,i+,Squid,4_R,3,0.5384615384615384,0.5333333333333333,0.6,0.06666666666666665,0.08387096774193549,0.044,1,11.0,5,10,10,4,2,5,8,-0.8214285714285712,4.178571428571429,4.178571428571429,-1.8214285714285712,-3.821428571428571,-0.8214285714285712,2.178571428571429
132,F,i-,Squid,1_1D,4,0.9777777777777777,0.9333333333333333,1.0,0.06666666666666665,0.2903225806451613,0.3,2,37.5,7,9,2,9,9,10,2,0.5714285714285712,2.571428571428571,-4.428571428571429,2.571428571428571,2.571428571428571,3.571428571428571,-4.428571428571429
132,F,i-,Bear,2_I1D,2,0.824,0.4666666666666667,1.0,0.5333333333333333,0.4032258064516129,0.44,2,55.0,8,9,2,9,10,10,2,1.5714285714285712,2.571428571428571,-4.428571428571429,2.571428571428571,3.571428571428571,3.571428571428571,-4.428571428571429
132,F,i-,Bunny,3_2D,1,0.5121951219512195,0.4,0.6,0.19999999999999996,0.13225806451612904,0.104,1,26.0,9,6,9,4,4,2,8,2.571428571428571,-0.4285714285714288,2.571428571428571,-2.428571428571429,-2.428571428571429,-4.428571428571429,1.5714285714285712
132,F,i-,Green,4_R,3,0.6111111111111112,0.6666666666666666,0.5333333333333333,0.0,0.17419354838709677,0.156,2,19.5,8,8,9,4,4,2,5,1.5714285714285712,1.5714285714285712,2.571428571428571,-2.428571428571429,-2.428571428571429,-4.428571428571429,-1.4285714285714288
133,F,i-,Green,1_1D,2,0.9761904761904762,1.0,0.9333333333333333,0.0,0.13504823151125403,0.10756972111553785,1,27.0,1,2,1,1,10,10,1,-3.678571428571429,-2.678571428571429,-3.678571428571429,-3.678571428571429,5.321428571428571,5.321428571428571,-3.678571428571429
133,F,i-,Squid,2_I1D,1,0.8076923076923077,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.08360128617363344,0.043824701195219126,2,5.5,1,2,1,1,10,10,1,-3.678571428571429,-2.678571428571429,-3.678571428571429,-3.678571428571429,5.321428571428571,5.321428571428571,-3.678571428571429
133,F,i-,Bear,3_2D,3,0.6,0.6,0.4666666666666667,0.0,0.2090032154340836,0.199203187250996,2,25.0,9,8,8,7,5,2,1,4.321428571428571,3.321428571428571,3.321428571428571,2.321428571428571,0.3214285714285712,-2.678571428571429,-3.678571428571429
133,F,i-,Bunny,4_R,4,0.4606741573033708,0.6666666666666666,0.4,0.0,0.572347266881029,0.649402390438247,2,81.5,8,8,10,9,2,1,1,3.321428571428571,3.321428571428571,5.321428571428571,4.321428571428571,-2.678571428571429,-3.678571428571429,-3.678571428571429
134,F,i+,Bunny,1_1D,3,0.8533333333333334,0.5333333333333333,1.0,0.4666666666666667,0.24115755627009647,0.23904382470119523,1,60.0,9,6,2,5,7,8,8,3.2857142857142856,0.2857142857142856,-3.7142857142857144,-0.7142857142857144,1.2857142857142856,2.2857142857142856,2.2857142857142856
134,F,i+,Bear,2_I1D,1,0.8333333333333334,0.6,1.0,0.4,0.34726688102893893,0.3705179282868526,2,46.5,6,7,3,7,8,9,9,0.2857142857142856,1.2857142857142856,-2.7142857142857144,1.2857142857142856,2.2857142857142856,3.2857142857142856,3.2857142857142856
134,F,i+,Green,3_2D,4,0.6307692307692307,0.6666666666666666,0.6,0.0,0.2090032154340836,0.199203187250996,1,50.0,8,4,9,4,4,2,4,2.2857142857142856,-1.7142857142857144,3.2857142857142856,-1.7142857142857144,-1.7142857142857144,-3.7142857142857144,-1.7142857142857144
134,F,i+,Squid,4_R,2,0.4126984126984127,0.2,0.7333333333333333,0.5333333333333332,0.20257234726688103,0.19123505976095617,1,48.0,9,4,8,4,2,1,3,3.2857142857142856,-1.7142857142857144,2.2857142857142856,-1.7142857142857144,-3.7142857142857144,-4.714285714285714,-2.7142857142857144
135,F,i+,Green,1_1D,4,0.9195979899497487,0.6666666666666666,1.0,0.33333333333333337,0.6419354838709678,0.736,2,92.0,10,10,1,9,10,10,10,3.7857142857142856,3.7857142857142856,-5.214285714285714,2.7857142857142856,3.7857142857142856,3.7857142857142856,3.7857142857142856
135,F,i+,Bunny,2_I1D,1,0.6274509803921569,0.4666666666666667,0.8666666666666667,0.4,0.16451612903225807,0.144,1,36.0,4,9,3,6,9,10,10,-2.2142857142857144,2.7857142857142856,-3.2142857142857144,-0.2142857142857144,2.7857142857142856,3.7857142857142856,3.7857142857142856
135,F,i+,Squid,3_2D,2,0.5777777777777777,0.8666666666666667,0.3333333333333333,0.0,0.14516129032258066,0.12,2,15.0,10,4,10,3,1,3,4,3.7857142857142856,-2.2142857142857144,3.7857142857142856,-3.2142857142857144,-5.214285714285714,-3.2142857142857144,-2.2142857142857144
135,F,i+,Bear,4_R,3,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.04838709677419355,0.0,0,0.0,8,2,8,1,1,3,5,1.7857142857142856,-4.214285714285714,1.7857142857142856,-5.214285714285714,-5.214285714285714,-3.2142857142857144,-1.2142857142857144
136,F,i+,Bear,1_1D,4,0.9631147540983607,0.8,1.0,0.19999999999999996,0.7870967741935484,0.916,2,114.5,1,6,1,10,10,10,1,-4.285714285714286,0.7142857142857144,-4.285714285714286,4.714285714285714,4.714285714285714,4.714285714285714,-4.285714285714286
136,F,i+,Bunny,2_I1D,2,0.5882352941176471,0.6,0.6,0.0,0.10967741935483871,0.076,1,19.0,2,8,2,3,8,10,3,-3.2857142857142856,2.7142857142857144,-3.2857142857142856,-2.2857142857142856,2.7142857142857144,4.714285714285714,-2.2857142857142856
136,F,i+,Green,3_2D,3,0.6470588235294118,0.6666666666666666,0.6666666666666666,0.0,0.054838709677419356,0.008,1,2.0,8,4,8,2,4,8,9,2.7142857142857144,-1.2857142857142856,2.7142857142857144,-3.2857142857142856,-1.2857142857142856,2.7142857142857144,3.7142857142857144
136,F,i+,Squid,4_R,1,0.2,0.2,0.2,0.0,0.04838709677419355,0.0,0,0.0,10,1,10,1,1,1,6,4.714285714285714,-4.285714285714286,4.714285714285714,-4.285714285714286,-4.285714285714286,-4.285714285714286,0.7142857142857144
137,F,i+,Bunny,1_1D,1,0.8264462809917356,0.7333333333333333,0.8,0.06666666666666676,0.3853503184713376,0.41732283464566927,3,35.333333333333336,10,10,2,10,10,8,3,2.6071428571428568,2.6071428571428568,-5.392857142857143,2.6071428571428568,2.6071428571428568,0.6071428571428568,-4.392857142857143
