"","form","nvars","sing","loglik","mfR2","accuracy","AIC","BIC","xtime"
"18","nxt ~ tord + pc | 1","2","FALSE","-2918.66531232167","0.00567689976834385","0.302402260951484","5847.33062464333","5875.63355195185","0.053"
"19","nxt ~ tord + pval | 1","2","FALSE","-2821.91635292711","0.0386370767517251","0.371643900141309","5653.83270585423","5682.13563316274","0.061"
"20","nxt ~ tord + relt | 1","2","FALSE","-2757.24868343631","0.0606678856085676","0.389543099387659","5524.49736687261","5552.80029418113","0.064"
"21","nxt ~ tord + scsq | 1","2","FALSE","-2929.39053765797","0.00202305865745855","0.283089967027791","5868.78107531594","5897.08400262445","0.086"
"22","nxt ~ pct + pcr | 1","2","FALSE","-2925.86851100737","0.00322293328629508","0.295807819123881","5861.73702201474","5890.03994932326","0.125"
"23","nxt ~ pct + pc | 1","2","FALSE","-2906.57136593393","0.00979703310995195","0.303344324069713","5823.14273186785","5851.44565917637","0.092"
"24","nxt ~ pct + pval | 1","2","FALSE","-2813.39598116952","0.0415397742365559","0.372114931700424","5636.79196233904","5665.09488964755","0.088"
"25","nxt ~ pct + relt | 1","2","FALSE","-2754.33473929833","0.0616606003117386","0.3843617522374","5518.66947859666","5546.97240590517","0.079"
"26","nxt ~ pct + scsq | 1","2","FALSE","-2929.11859149468","0.0021157045497564","0.280734809232219","5868.23718298936","5896.54011029787","0.252"
"27","nxt ~ pcr + pc | 1","2","FALSE","-2917.93478206307","0.00592577486494239","0.298634008478568","5845.86956412613","5874.17249143465","0.05"
"28","nxt ~ pcr + pval | 1","2","FALSE","-2821.69014633497","0.0387141402091374","0.373056994818653","5653.38029266993","5681.68321997845","0.054"
"29","nxt ~ pcr + relt | 1","2","FALSE","-2749.02790558408","0.0634685182422006","0.382477626000942","5508.05581116816","5536.35873847668","0.057"
"30","nxt ~ pcr + scsq | 1","2","FALSE","-2920.75232237239","0.00496590276053621","0.287329251059821","5851.50464474478","5879.8075720533","0.054"
"31","nxt ~ pc + pval | 1","2","FALSE","-2817.72733562827","0.0400641799724766","0.374470089495996","5645.45467125654","5673.75759856506","0.055"
"32","nxt ~ pc + relt | 1","2","FALSE","-2746.53883985312","0.0643164865049004","0.383890720678285","5503.07767970624","5531.38060701475","0.065"
"33","nxt ~ pc + scsq | 1","2","FALSE","-2915.48226651923","0.00676129130755032","0.30098916627414","5840.96453303846","5869.26746034698","0.06"
"34","nxt ~ pval + relt | 1","2","FALSE","-2725.507729234","0.0714813090776826","0.383890720678285","5461.01545846799","5489.31838577651","0.065"
"35","nxt ~ pval + scsq | 1","2","FALSE","-2821.65284822215","0.0387268468305557","0.372114931700424","5653.30569644429","5681.60862375281","0.058"
"36","nxt ~ relt + scsq | 1","2","FALSE","-2750.65792728022","0.0629132068060072","0.389072067828545","5511.31585456045","5539.61878186896","0.073"
"37","nxt ~ currentd + tord + pct | 1","3","FALSE","-2318.05523361111","0.210291136615805","0.389543099387659","4648.11046722223","4682.07397999245","0.303"
"38","nxt ~ currentd + tord + pcr | 1","3","FALSE","-2309.12118762482","0.213334763531573","0.393311351860575","4630.24237524965","4664.20588801986","0.113"
"39","nxt ~ currentd + tord + pc | 1","3","FALSE","-2309.49730668644","0.213206628294613","0.406971267074894","4630.99461337288","4664.9581261431","0.113"
"40","nxt ~ currentd + tord + pval | 1","3","FALSE","-2274.20159964184","0.22523107546411","0.439943476212906","4560.40319928368","4594.3667120539","0.312"
"41","nxt ~ currentd + tord + relt | 1","3","FALSE","-2287.64439628751","0.220651419420616","0.40650023551578","4587.28879257502","4621.25230534524","0.123"
"42","nxt ~ currentd + tord + scsq | 1","3","FALSE","-2314.86383376741","0.21137837418747","0.376354215732454","4641.72766753482","4675.69118030504","0.124"
"43","nxt ~ currentd + pct + pcr | 1","3","FALSE","-2309.17372231129","0.213316866154954","0.392369288742346","4630.34744462259","4664.31095739281","0.387"
"44","nxt ~ currentd + pct + pc | 1","3","FALSE","-2304.69248412777","0.214843522405914","0.404616109279322","4621.38496825554","4655.34848102576","0.118"
"45","nxt ~ currentd + pct + pval | 1","3","FALSE","-2272.46975334578","0.225821076232937","0.438530381535563","4556.93950669157","4590.90301946179","0.128"
"46","nxt ~ currentd + pct + relt | 1","3","FALSE","-2285.59539037849","0.22134946927897","0.412623645784268","4583.19078075699","4617.15429352721","0.37"
"47","nxt ~ currentd + pct + scsq | 1","3","FALSE","-2314.03506636364","0.211660716452207","0.379180405087141","4640.07013272727","4674.03364549749","0.105"
"48","nxt ~ currentd + pcr + pc | 1","3","FALSE","-2306.75393685383","0.214141232199189","0.398963730569948","4625.50787370765","4659.47138647787","0.121"
"49","nxt ~ currentd + pcr + pval | 1","3","FALSE","-2273.22995515033","0.225562092713345","0.430993876589732","4558.45991030065","4592.42342307087","0.12"
"50","nxt ~ currentd + pcr + relt | 1","3","FALSE","-2277.90933601111","0.223967933744513","0.417333961375412","4567.81867202222","4601.78218479244","0.333"
"51","nxt ~ currentd + pcr + scsq | 1","3","FALSE","-2305.40078441422","0.214602220556833","0.390956194065002","4622.80156882843","4656.76508159865","0.113"
"52","nxt ~ currentd + pc + pval | 1","3","FALSE","-2274.04383648525","0.225284821794771","0.435704192180876","4560.08767297049","4594.05118574071","0.126"
"53","nxt ~ currentd + pc + relt | 1","3","FALSE","-2279.55163417911","0.223408439992688","0.42769665567593","4571.10326835822","4605.06678112844","0.125"
"54","nxt ~ currentd + pc + scsq | 1","3","FALSE","-2306.63299979886","0.214182432711945","0.403674046161093","4625.26599959771","4659.22951236793","0.327"
"55","nxt ~ currentd + pval + relt | 1","3","FALSE","-2262.90106307739","0.229080912067028","0.43193593970796","4537.80212615478","4571.765638925","0.128"
"56","nxt ~ currentd + pval + scsq | 1","3","FALSE","-2273.56519715434","0.22544788336315","0.438530381535563","4559.13039430868","4593.0939070789","0.132"
"57","nxt ~ currentd + relt + scsq | 1","3","FALSE","-2283.13698909606","0.222186990859277","0.415449835138954","4578.27397819212","4612.23749096234","0.309"
"58","nxt ~ tord + pct + pcr | 1","3","FALSE","-2925.86807438035","0.00322308203522303","0.294394724446538","5863.73614876069","5897.69966153091","0.058"
"59","nxt ~ tord + pct + pc | 1","3","FALSE","-2906.55563620715","0.0098023918712421","0.303344324069713","5825.1112724143","5859.07478518452","0.065"
"60","nxt ~ tord + pct + pval | 1","3","FALSE","-2813.14069647601","0.0416267439438452","0.373528026377767","5638.28139295202","5672.24490572224","0.071"
"61","nxt ~ tord + pct + relt | 1","3","FALSE","-2754.09499795369","0.0617422747524673","0.389072067828545","5520.18999590737","5554.15350867759","0.076"
"62","nxt ~ tord + pct + scsq | 1","3","FALSE","-2929.0916118419","0.00212489590577636","0.280734809232219","5870.18322368381","5904.14673645403","0.065"
"63","nxt ~ tord + pcr + pc | 1","3","FALSE","-2917.91670013229","0.00593193496880706","0.298162976919454","5847.83340026458","5881.7969130348","0.068"
"64","nxt ~ tord + pcr + pval | 1","3","FALSE","-2821.65510935371","0.0387260765142976","0.371643900141309","5655.31021870741","5689.27373147763","0.065"
"65","nxt ~ tord + pcr + relt | 1","3","FALSE","-2748.53305332556","0.0636371031874395","0.388130004710316","5509.06610665112","5543.02961942134","0.086"
"66","nxt ~ tord + pcr + scsq | 1","3","FALSE","-2920.75042395046","0.00496654950984854","0.285445124823363","5853.50084790091","5887.46436067113","0.073"
"67","nxt ~ tord + pc + pval | 1","3","FALSE","-2817.62735158492","0.0400982422692168","0.375412152614225","5647.25470316985","5681.21821594007","0.073"
"68","nxt ~ tord + pc + relt | 1","3","FALSE","-2746.28520952686","0.0644028926067775","0.391427225624117","5504.57041905371","5538.53393182393","0.256"
"69","nxt ~ tord + pc + scsq | 1","3","FALSE","-2915.43247843264","0.00677825297985957","0.304286387187942","5842.86495686529","5876.82846963551","0.06"
"70","nxt ~ tord + pval + relt | 1","3","FALSE","-2725.16358734606","0.0715985504165532","0.386245878473858","5462.32717469212","5496.29068746234","0.07"
"71","nxt ~ tord + pval + scsq | 1","3","FALSE","-2821.62087101618","0.038737740739645","0.371172868582195","5655.24174203236","5689.20525480258","0.061"
"72","nxt ~ tord + relt + scsq | 1","3","FALSE","-2750.32422624033","0.0630268911846635","0.390014130946773","5512.64845248066","5546.61196525088","0.074"
"73","nxt ~ pct + pcr + pc | 1","3","FALSE","-2906.50793782426","0.00981864162888024","0.301931229392369","5825.01587564852","5858.97938841874","0.058"
"74","nxt ~ pct + pcr + pval | 1","3","FALSE","-2813.39446328202","0.0415402913464125","0.373056994818653","5638.78892656404","5672.75243933426","0.058"
"75","nxt ~ pct + pcr + relt | 1","3","FALSE","-2747.9340883845","0.063841156963189","0.387187941592087","5507.86817676899","5541.83168953921","0.068"
"76","nxt ~ pct + pcr + scsq | 1","3","FALSE","-2920.70233277909","0.00498293308161435","0.28827131417805","5853.40466555819","5887.3681783284","0.061"
"77","nxt ~ pct + pc + pval | 1","3","FALSE","-2813.3869041434","0.0415428665735612","0.372585963259538","5638.7738082868","5672.73732105702","0.059"
"78","nxt ~ pct + pc + relt | 1","3","FALSE","-2744.78144447203","0.0649151912677521","0.387658973151201","5501.56288894406","5535.52640171428","0.068"
"79","nxt ~ pct + pc + scsq | 1","3","FALSE","-2903.632584972","0.0107982091559433","0.307112576542628","5819.26516994401","5853.22868271423","0.065"
"80","nxt ~ pct + pval + relt | 1","3","FALSE","-2725.24525031146","0.0715707296956978","0.386245878473858","5462.49050062291","5496.45401339313","0.249"
"81","nxt ~ pct + pval + scsq | 1","3","FALSE","-2812.67310381205","0.0417860421632457","0.374941121055111","5637.34620762409","5671.30972039431","0.056"
"82","nxt ~ pct + relt + scsq | 1","3","FALSE","-2748.18187158722","0.0637567428437368","0.391427225624117","5508.36374317444","5542.32725594466","0.064"
"83","nxt ~ pcr + pc + pval | 1","3","FALSE","-2817.40235802357","0.0401748924745396","0.373528026377767","5646.80471604714","5680.76822881736","0.056"
"84","nxt ~ pcr + pc + relt | 1","3","FALSE","-2744.98368792276","0.0648462915093299","0.383890720678285","5501.96737584552","5535.93088861574","0.066"
"85","nxt ~ pcr + pc + scsq | 1","3","FALSE","-2914.54230534345","0.00708151476943619","0.304757418747056","5841.0846106869","5875.04812345712","0.07"
"86","nxt ~ pcr + pval + relt | 1","3","FALSE","-2724.44044624575","0.071844908194449","0.385303815355629","5460.8808924915","5494.84440526172","0.074"
"87","nxt ~ pcr + pval + scsq | 1","3","FALSE","-2821.38329749083","0.038818676653488","0.371643900141309","5654.76659498167","5688.73010775189","0.063"
"88","nxt ~ pcr + relt + scsq | 1","3","FALSE","-2742.52150253279","0.0656851022492825","0.382477626000942","5497.04300506558","5531.0065178358","0.067"
"89","nxt ~ pc + pval + relt | 1","3","FALSE","-2725.44972050046","0.0715010713380302","0.384832783796514","5462.89944100092","5496.86295377114","0.07"
"90","nxt ~ pc + pval + scsq | 1","3","FALSE","-2816.98368952002","0.0403175233416887","0.378709373528026","5645.96737904005","5679.93089181027","0.072"
"91","nxt ~ pc + relt + scsq | 1","3","FALSE","-2741.57517377006","0.0660074950036762","0.376825247291569","5495.15034754013","5529.11386031034","0.248"
"92","nxt ~ pval + relt + scsq | 1","3","FALSE","-2723.1448715254","0.0722862811285363","0.387658973151201","5458.28974305081","5492.25325582103","0.061"
"93","nxt ~ currentd + tord + pct + pcr | 1","4","FALSE","-2309.09851265039","0.213342488381279","0.396608572774376","4632.19702530077","4671.8211235327","0.126"
"94","nxt ~ currentd + tord + pct + pc | 1","4","FALSE","-2304.59930350378","0.214875266931926","0.403674046161093","4623.19860700756","4662.82270523948","0.132"
"95","nxt ~ currentd + tord + pct + pval | 1","4","FALSE","-2272.24244317367","0.225898515655023","0.436646255299105","4558.48488634734","4598.10898457927","0.316"
"96","nxt ~ currentd + tord + pct + relt | 1","4","FALSE","-2285.43445543273","0.221404296166291","0.414036740461611","4584.86891086546","4624.49300909738","0.122"
"97","nxt ~ currentd + tord + pct + scsq | 1","4","FALSE","-2314.01704563845","0.211666855704713","0.382948657560057","4642.03409127691","4681.65818950883","0.126"
"98","nxt ~ currentd + tord + pcr + pc | 1","4","FALSE","-2306.71489782672","0.214154531910635","0.402260951483749","4627.42979565344","4667.05389388537","0.299"
"99","nxt ~ currentd + tord + pcr + pval | 1","4","FALSE","-2273.10417795363","0.225604942152654","0.429580781912388","4560.20835590725","4599.83245413917","0.126"
"100","nxt ~ currentd + tord + pcr + relt | 1","4","FALSE","-2277.57768276695","0.224080920485591","0.413094677343382","4569.1553655339","4608.77946376582","0.133"
"101","nxt ~ currentd + tord + pcr + scsq | 1","4","FALSE","-2305.32994247045","0.214626354800952","0.390485162505888","4624.6598849409","4664.28398317283","0.316"
"102","nxt ~ currentd + tord + pc + pval | 1","4","FALSE","-2273.90712921243","0.225331394863206","0.439001413094677","4561.81425842487","4601.43835665679","0.123"
"103","nxt ~ currentd + tord + pc + relt | 1","4","FALSE","-2279.39163574444","0.223462947831911","0.428638718794159","4572.78327148889","4612.40736972081","0.125"
"104","nxt ~ currentd + tord + pc + scsq | 1","4","FALSE","-2306.62210743748","0.214186143492516","0.404145077720207","4627.24421487496","4666.86831310688","0.289"
"105","nxt ~ currentd + tord + pval + relt | 1","4","FALSE","-2262.66166328831","0.229162470147519","0.42769665567593","4539.32332657663","4578.94742480855","0.124"
"106","nxt ~ currentd + tord + pval + scsq | 1","4","FALSE","-2273.46232798448","0.225482928557083","0.435704192180876","4560.92465596895","4600.54875420088","0.124"
"107","nxt ~ currentd + tord + relt + scsq | 1","4","FALSE","-2282.88260385184","0.222273654144587","0.418276024493641","4579.76520770368","4619.3893059356","0.291"
"108","nxt ~ currentd + pct + pcr + pc | 1","4","FALSE","-2303.66791806174","0.215192568835757","0.401789919924635","4621.33583612347","4660.95993435539","0.122"
"109","nxt ~ currentd + pct + pcr + pval | 1","4","FALSE","-2270.63575663612","0.226445877331736","0.436646255299105","4555.27151327225","4594.89561150417","0.307"
"110","nxt ~ currentd + pct + pcr + relt | 1","4","FALSE","-2277.57385835981","0.224082223374395","0.416391898257183","4569.14771671962","4608.77181495155","0.105"
"111","nxt ~ currentd + pct + pcr + scsq | 1","4","FALSE","-2305.40042478176","0.214602343075457","0.392369288742346","4624.80084956352","4664.42494779544","0.127"
"112","nxt ~ currentd + pct + pc + pval | 1","4","FALSE","-2271.87129145909","0.226024958629467","0.43193593970796","4557.74258291818","4597.36668115011","0.302"
"113","nxt ~ currentd + pct + pc + relt | 1","4","FALSE","-2277.75982047089","0.224018870299265","0.418747056052756","4569.51964094178","4609.1437391737","0.117"
"114","nxt ~ currentd + pct + pc + scsq | 1","4","FALSE","-2302.01933026563","0.215754205321278","0.402260951483749","4618.03866053127","4657.66275876319","0.121"
"115","nxt ~ currentd + pct + pval + relt | 1","4","FALSE","-2262.54244221814","0.22920308606316","0.430051813471503","4539.08488443628","4578.7089826682","0.298"
"116","nxt ~ currentd + pct + pval + scsq | 1","4","FALSE","-2271.57637029487","0.226125431583694","0.437117286858219","4557.15274058975","4596.77683882167","0.113"
"117","nxt ~ currentd + pct + relt + scsq | 1","4","FALSE","-2281.3738477084","0.222787653156293","0.425812529439472","4576.74769541681","4616.37179364873","0.13"
"118","nxt ~ currentd + pcr + pc + pval | 1","4","FALSE","-2271.71316411314","0.226078829031185","0.431464908148846","4557.42632822629","4597.05042645821","0.314"
"119","nxt ~ currentd + pcr + pc + relt | 1","4","FALSE","-2276.26635228702","0.224527661049754","0.421102213848328","4566.53270457404","4606.15680280596","0.115"
"120","nxt ~ currentd + pcr + pc + scsq | 1","4","FALSE","-2303.64971158496","0.21519877136962","0.399434762129063","4621.29942316991","4660.92352140184","0.132"
"121","nxt ~ currentd + pcr + pval + relt | 1","4","FALSE","-2260.59282712486","0.22986727572397","0.429580781912388","4535.18565424972","4574.80975248164","0.293"
"122","nxt ~ currentd + pcr + pval + scsq | 1","4","FALSE","-2272.46942908589","0.225821186700929","0.430993876589732","4558.93885817179","4598.56295640371","0.133"
"123","nxt ~ currentd + pcr + relt + scsq | 1","4","FALSE","-2273.71036106645","0.225398429309433","0.425812529439472","4561.42072213291","4601.04482036483","0.321"
"124","nxt ~ currentd + pc + pval + relt | 1","4","FALSE","-2262.87820735653","0.229088698492943","0.434291097503533","4539.75641471306","4579.38051294498","0.128"
"125","nxt ~ currentd + pc + pval + scsq | 1","4","FALSE","-2273.21455858727","0.225567337973308","0.438059349976448","4560.42911717455","4600.05321540647","0.124"
"126","nxt ~ currentd + pc + relt + scsq | 1","4","FALSE","-2276.21652978992","0.224544634444946","0.42769665567593","4566.43305957984","4606.05715781176","0.307"
"127","nxt ~ currentd + pval + relt + scsq | 1","4","FALSE","-2261.5063573847","0.229556056675905","0.438530381535563","4537.0127147694","4576.63681300132","0.128"
"128","nxt ~ tord + pct + pcr + pc | 1","4","FALSE","-2906.49384132244","0.00982344398745416","0.302402260951484","5826.98768264489","5866.61178087681","0.066"
"129","nxt ~ tord + pct + pcr + pval | 1","4","FALSE","-2813.14030675916","0.0416268767115413","0.373056994818653","5640.28061351832","5679.90471175024","0.063"
"130","nxt ~ tord + pct + pcr + relt | 1","4","FALSE","-2747.56113033113","0.0639682153163035","0.385303815355629","5509.12226066227","5548.74635889419","0.076"
"131","nxt ~ tord + pct + pcr + scsq | 1","4","FALSE","-2920.70177691238","0.00498312245280053","0.28827131417805","5855.40355382476","5895.02765205668","0.242"
"132","nxt ~ tord + pct + pc + pval | 1","4","FALSE","-2813.12933650251","0.0416306140292642","0.373528026377767","5640.25867300503","5679.88277123695","0.061"
"133","nxt ~ tord + pct + pc + relt | 1","4","FALSE","-2744.40702111978","0.0650427488149776","0.390014130946773","5502.81404223955","5542.43814047147","0.066"
"134","nxt ~ tord + pct + pc + scsq | 1","4","FALSE","-2903.62621087192","0.0108003806673292","0.306641544983514","5821.25242174384","5860.87651997576","0.058"
"135","nxt ~ tord + pct + pval + relt | 1","4","FALSE","-2724.84004418658","0.0717087742356508","0.386245878473858","5463.68008837317","5503.30418660509","0.069"
"136","nxt ~ tord + pct + pval + scsq | 1","4","FALSE","-2812.44214596865","0.0418647242642407","0.375412152614225","5638.88429193729","5678.50839016921","0.067"
"137","nxt ~ tord + pct + relt + scsq | 1","4","FALSE","-2747.98000392318","0.0638255145801525","0.390014130946773","5509.96000784636","5549.58410607828","0.085"
"138","nxt ~ tord + pcr + pc + pval | 1","4","FALSE","-2817.27942787936","0.0402167719876119","0.37588318417334","5648.55885575872","5688.18295399065","0.068"
"139","nxt ~ tord + pcr + pc + relt | 1","4","FALSE","-2744.65380536263","0.0649586750185037","0.388130004710316","5503.30761072526","5542.93170895718","0.077"
"140","nxt ~ tord + pcr + pc + scsq | 1","4","FALSE","-2914.5127149651","0.00709159554047056","0.306170513424399","5843.0254299302","5882.64952816212","0.329"
"141","nxt ~ tord + pcr + pval + relt | 1","4","FALSE","-2724.06187937214","0.0719738773454612","0.392369288742346","5462.12375874427","5501.74785697619","0.062"
"142","nxt ~ tord + pcr + pval + scsq | 1","4","FALSE","-2821.35587221477","0.0388280198232616","0.372585963259538","5656.71174442953","5696.33584266145","0.059"
"143","nxt ~ tord + pcr + relt + scsq | 1","4","FALSE","-2742.10973435458","0.0658253823320338","0.391898257183231","5498.21946870916","5537.84356694108","0.065"
"144","nxt ~ tord + pc + pval + relt | 1","4","FALSE","-2725.11781029127","0.0716141456212664","0.387658973151201","5464.23562058255","5503.85971881447","0.079"
"145","nxt ~ tord + pc + pval + scsq | 1","4","FALSE","-2816.89956073099","0.0403461841127525","0.379180405087141","5647.79912146199","5687.42321969391","0.071"
"146","nxt ~ tord + pc + relt + scsq | 1","4","FALSE","-2741.36253047045","0.0660799377548291","0.382948657560057","5496.72506094089","5536.34915917281","0.084"
"147","nxt ~ tord + pval + relt + scsq | 1","4","FALSE","-2722.84662672475","0.0723878863703444","0.39284032030146","5459.6932534495","5499.31735168142","0.08"
"148","nxt ~ pct + pcr + pc + pval | 1","4","FALSE","-2813.37507429346","0.0415468967352313","0.373999057936882","5640.75014858691","5680.37424681884","0.067"
"149","nxt ~ pct + pcr + pc + relt | 1","4","FALSE","-2744.07951439134","0.0651543229321561","0.386245878473858","5502.15902878269","5541.78312701461","0.071"
"150","nxt ~ pct + pcr + pc + scsq | 1","4","FALSE","-2903.61166988568","0.0108053344516674","0.307112576542628","5821.22333977137","5860.84743800329","0.262"
"151","nxt ~ pct + pcr + pval + relt | 1","4","FALSE","-2723.98133101879","0.0720013183432613","0.388130004710316","5461.96266203759","5501.58676026951","0.063"
"152","nxt ~ pct + pcr + pval + scsq | 1","4","FALSE","-2812.67113671393","0.0417867123089758","0.375412152614225","5639.34227342786","5678.96637165979","0.065"
"153","nxt ~ pct + pcr + relt + scsq | 1","4","FALSE","-2741.82003152081","0.0659240775193856","0.379651436646255","5497.64006304162","5537.26416127355","0.064"
"154","nxt ~ pct + pc + pval + relt | 1","4","FALSE","-2724.41000276143","0.0718552795993463","0.387187941592087","5462.82000552286","5502.44410375478","0.086"
"155","nxt ~ pct + pc + pval + scsq | 1","4","FALSE","-2812.67300619048","0.0417860754206995","0.374941121055111","5639.34601238097","5678.97011061289","0.074"
"156","nxt ~ pct + pc + relt + scsq | 1","4","FALSE","-2739.9588652108","0.0665581346850386","0.373056994818653","5493.91773042159","5533.54182865352","0.073"
"157","nxt ~ pct + pval + relt + scsq | 1","4","FALSE","-2722.82024560136","0.0723968738209725","0.39284032030146","5459.64049120272","5499.26458943465","0.074"
"158","nxt ~ pcr + pc + pval + relt | 1","4","FALSE","-2724.35130434039","0.0718752768205885","0.3843617522374","5462.70260868079","5502.32670691271","0.07"
"159","nxt ~ pcr + pc + pval + scsq | 1","4","FALSE","-2816.58689242876","0.0404527031145411","0.377767310409797","5647.17378485751","5686.79788308944","0.069"
"160","nxt ~ pcr + pc + relt + scsq | 1","4","FALSE","-2739.68580490367","0.0666511601408829","0.376354215732454","5493.37160980733","5532.99570803926","0.26"
"161","nxt ~ pcr + pval + relt + scsq | 1","4","FALSE","-2721.96767461205","0.0726873254276313","0.392369288742346","5457.93534922409","5497.55944745601","0.061"
"162","nxt ~ pc + pval + relt + scsq | 1","4","FALSE","-2723.12048193496","0.0722945901090409","0.38860103626943","5460.24096386993","5499.86506210185","0.068"
"163","nxt ~ currentd + tord + pct + pcr + pc | 1","5","FALSE","-2303.5608418088","0.215229047287511","0.40131888836552","4623.1216836176","4668.40636731122","0.183"
"164","nxt ~ currentd + tord + pct + pcr + pval | 1","5","FALSE","-2270.36125088042","0.226539395219137","0.433349034385304","4556.72250176084","4602.00718545447","0.43"
"165","nxt ~ currentd + tord + pct + pcr + relt | 1","5","FALSE","-2277.29734371727","0.224176425643998","0.413565708902496","4570.59468743454","4615.87937112817","0.186"
"166","nxt ~ currentd + tord + pct + pcr + scsq | 1","5","FALSE","-2305.32991255105","0.214626364993813","0.389543099387659","4626.6598251021","4671.94450879573","0.198"
"167","nxt ~ currentd + tord + pct + pc + pval | 1","5","FALSE","-2271.62588007771","0.226108564723162","0.438530381535563","4559.25176015542","4604.53644384905","0.404"
"168","nxt ~ currentd + tord + pct + pc + relt | 1","5","FALSE","-2277.50358979418","0.224106162281585","0.424870466321244","4571.00717958835","4616.29186328198","0.179"
"169","nxt ~ currentd + tord + pct + pc + scsq | 1","5","FALSE","-2301.93635715962","0.21578247237734","0.399905793688177","4619.87271431923","4665.15739801286","0.184"
"170","nxt ~ currentd + tord + pct + pval + relt | 1","5","FALSE","-2262.24433431919","0.229304644665662","0.424870466321244","4540.48866863838","4585.773352332","0.393"
"171","nxt ~ currentd + tord + pct + pval + scsq | 1","5","FALSE","-2271.36280621387","0.226198188024189","0.439472444653792","4558.72561242774","4604.01029612137","0.176"
"172","nxt ~ currentd + tord + pct + relt + scsq | 1","5","FALSE","-2281.21779167869","0.222840817907529","0.424399434762129","4578.43558335739","4623.72026705102","0.403"
"173","nxt ~ currentd + tord + pcr + pc + pval | 1","5","FALSE","-2271.51129467433","0.226147601372225","0.432406971267075","4559.02258934866","4604.30727304229","0.176"
"174","nxt ~ currentd + tord + pcr + pc + relt | 1","5","FALSE","-2276.02233313589","0.224610792842167","0.420631182289213","4568.04466627178","4613.32934996541","0.197"
"175","nxt ~ currentd + tord + pcr + pc + scsq | 1","5","FALSE","-2303.61389310411","0.215210973913971","0.400847856806406","4623.22778620822","4668.51246990185","0.366"
"176","nxt ~ currentd + tord + pcr + pval + relt | 1","5","FALSE","-2260.32069182466","0.229959986050924","0.429580781912388","4536.64138364933","4581.92606734295","0.178"
"177","nxt ~ currentd + tord + pcr + pval + scsq | 1","5","FALSE","-2272.35556553975","0.2258599774296","0.430993876589732","4560.71113107949","4605.99581477312","0.205"
"178","nxt ~ currentd + tord + pcr + relt + scsq | 1","5","FALSE","-2273.4004618218","0.225504004956085","0.424399434762129","4562.80092364359","4608.08560733722","0.379"
"179","nxt ~ currentd + tord + pc + pval + relt | 1","5","FALSE","-2262.64550192845","0.229167975956415","0.430993876589732","4541.29100385691","4586.57568755053","0.176"
"180","nxt ~ currentd + tord + pc + pval + scsq | 1","5","FALSE","-2273.08881240778","0.225610176845758","0.44135657089025","4562.17762481556","4607.46230850918","0.375"
"181","nxt ~ currentd + tord + pc + relt + scsq | 1","5","FALSE","-2276.06384020096","0.224596652326141","0.425812529439472","4568.12768040192","4613.41236409555","0.187"
