"","sid","grp","trial","blkt","current","nxt","tord:1","tord:2","tord:3","tord:4","pct:1","pct:2","pct:3","pct:4","pc:1","pc:2","pc:3","pc:4","pcr:1","pcr:2","pcr:3","pcr:4","pval:1","pval:2","pval:3","pval:4","relt:1","relt:2","relt:3","relt:4","sc:1","sc:2","sc:3","sc:4","scsq:1","scsq:2","scsq:3","scsq:4","currentd:1","currentd:2","currentd:3","currentd:4","lrn:1","lrn:2","lrn:3","lrn:4","int:1","int:2","int:3","int:4","comp:1","comp:2","comp:3","comp:4","time:1","time:2","time:3","time:4","prog:1","prog:2","prog:3","prog:4","rule:1","rule:2","rule:3","rule:4","lrn2:1","lrn2:2","lrn2:3","lrn2:4"
"373",1,0,182,33,"1","2",1,2,4,3,0.666666666666667,0.733333333333333,0.733333333333333,0.666666666666667,0.887640449438202,0.785714285714286,0.594594594594595,0.5,1,0.8,0.4,0.4,8.21528998944311e-15,0.00140346586704254,0.0681335205445066,0.149445980787277,0.489010989010989,0.159340659340659,0.197802197802198,0.153846153846154,-0.293045854843608,-0.191119691119691,0,0.0945945945945946,0.0858758730410207,0.0365267363336861,0,0.00894813732651571,1,0,0,0,1,1,1,1,1,1,0.444444444444444,0,0,0,0.777777777777778,1,1,0.888888888888889,0.333333333333333,0,1,1,0.555555555555556,0,0,0,0.5,1,0,0,1,1
"389",1,0,198,16,"2","3",1,2,4,3,0.666666666666667,0.733333333333333,0.733333333333333,0.666666666666667,0.887640449438202,0.795454545454545,0.594594594594595,0.5,1,0.8,0.4,0.4,8.21528998944311e-15,4.02980338094494e-05,0.0681335205445066,0.149445980787277,0.44949494949495,0.222222222222222,0.186868686868687,0.141414141414141,-0.293045854843608,-0.200859950859951,0,0.0945945945945946,0.0858758730410207,0.0403447198594618,0,0.00894813732651571,0,1,0,0,1,1,1,1,1,1,0.444444444444444,0,0,0,0.777777777777778,1,1,0.888888888888889,0.333333333333333,0,1,1,0.555555555555556,0,0,0,0.5,1,0,0,1,1
"464",1,0,273,75,"3","4",1,2,4,3,0.666666666666667,0.733333333333333,0.733333333333333,0.666666666666667,0.887640449438202,0.795454545454545,0.669642857142857,0.5,1,0.8,0.8,0.4,8.21528998944311e-15,4.02980338094494e-05,0.000111365464981146,0.149445980787277,0.326007326007326,0.161172161172161,0.406593406593407,0.106227106227106,-0.387640449438202,-0.295454545454545,-0.169642857142857,0,0.150265118040651,0.087293388429752,0.0287786989795918,0,0,0,1,0,1,1,1,1,1,1,0.444444444444444,0,0,0,0.777777777777778,1,1,0.888888888888889,0.333333333333333,0,1,1,0.555555555555556,0,0,0,0.5,1,0,0,1,1
"535",2,0,93,33,"2","1",2,3,4,1,0.666666666666667,0.6,0.4,0.533333333333333,0.666666666666667,0.479166666666667,0.4,0.533333333333333,1,0.4,0.4,0.6,0.091644287109375,0.109983842604947,0.152740478515625,0.196380615234375,0.172043010752688,0.505376344086022,0.161290322580645,0.161290322580645,0,0.1875,0.266666666666667,0.133333333333333,0,0.03515625,0.0711111111111111,0.0177777777777778,0,1,0,0,0,1,0.833333333333333,0.833333333333333,1,1,0,1,0,1,0.75,0.75,1,0.5,0,0.833333333333333,1,0.222222222222222,0,0.444444444444444,1,0,0.285714285714286,0.285714285714286,0,0.777777777777778,1,0.666666666666667
"653",2,0,211,118,"1","4",2,3,4,1,0.666666666666667,0.6,0.4,0.533333333333333,0.902255639097744,0.479166666666667,0.4,0.533333333333333,1,0.4,0.4,0.6,3.27888690324108e-23,0.109983842604947,0.152740478515625,0.196380615234375,0.630331753554502,0.222748815165877,0.0710900473933649,0.0758293838862559,-0.368922305764411,0.0541666666666666,0.133333333333333,0,0.13610366769053,0.00293402777777777,0.0177777777777778,0,1,0,0,0,0,1,0.833333333333333,0.833333333333333,1,1,0,1,0,1,0.75,0.75,1,0.5,0,0.833333333333333,1,0.222222222222222,0,0.444444444444444,1,0,0.285714285714286,0.285714285714286,0,0.777777777777778,1,0.666666666666667
"770",3,0,77,17,"3","4",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.866666666666667,0.866666666666667,0.84375,0.466666666666667,0.8,0.8,1,0.6,0.003204345703125,0.003204345703125,4.68865036964417e-05,0.196380615234375,0.194805194805195,0.194805194805195,0.402597402597403,0.207792207792208,-0.4,-0.4,-0.377083333333333,0,0.16,0.16,0.142191840277778,0,0,0,1,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"782",3,0,89,12,"4","1",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.866666666666667,0.866666666666667,0.84375,0.407407407407407,0.8,0.8,1,0.6,0.003204345703125,0.003204345703125,4.68865036964417e-05,0.0971398875117302,0.179775280898876,0.168539325842697,0.348314606741573,0.303370786516854,-0.459259259259259,-0.459259259259259,-0.436342592592593,0,0.210919067215364,0.210919067215364,0.190394858110425,0,0,0,0,1,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"804",3,0,111,22,"1","3",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.891891891891892,0.866666666666667,0.84375,0.407407407407407,0.8,0.8,1,0.6,4.80540620628744e-07,0.003204345703125,4.68865036964417e-05,0.0971398875117302,0.333333333333333,0.135135135135135,0.288288288288288,0.243243243243243,-0.484484484484485,-0.459259259259259,-0.436342592592593,0,0.234725215706197,0.210919067215364,0.190394858110425,0,1,0,0,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"810",3,0,117,6,"3","2",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.891891891891892,0.866666666666667,0.842105263157895,0.407407407407407,0.8,0.8,0.8,0.6,4.80540620628744e-07,0.003204345703125,1.00432989711408e-05,0.0971398875117302,0.316239316239316,0.136752136752137,0.316239316239316,0.230769230769231,-0.484484484484485,-0.459259259259259,-0.434697855750487,0,0.234725215706197,0.210919067215364,0.188962225794071,0,0,0,1,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"823",3,0,130,13,"2","4",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.891891891891892,0.928571428571429,0.842105263157895,0.407407407407407,0.8,1,0.8,0.6,4.80540620628744e-07,1.4081597328186e-06,1.00432989711408e-05,0.0971398875117302,0.284615384615385,0.215384615384615,0.284615384615385,0.215384615384615,-0.484484484484485,-0.521164021164021,-0.434697855750487,0,0.234725215706197,0.271611936955852,0.188962225794071,0,0,1,0,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"846",3,0,153,23,"4","1",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.891891891891892,0.928571428571429,0.842105263157895,0.48,0.8,1,0.8,0.6,4.80540620628744e-07,1.4081597328186e-06,1.00432989711408e-05,0.107956896787709,0.248366013071895,0.183006535947712,0.241830065359477,0.326797385620915,-0.411891891891892,-0.448571428571429,-0.362105263157895,0,0.169654930606282,0.201216326530612,0.131120221606648,0,0,0,0,1,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"867",3,0,174,21,"1","4",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.913793103448276,0.928571428571429,0.842105263157895,0.48,1,1,0.8,0.6,1.58974083896979e-11,1.4081597328186e-06,1.00432989711408e-05,0.107956896787709,0.333333333333333,0.160919540229885,0.21264367816092,0.293103448275862,-0.433793103448276,-0.448571428571429,-0.362105263157895,0,0.188176456599287,0.201216326530612,0.131120221606648,0,1,0,0,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"883",3,0,190,16,"4","3",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.913793103448276,0.928571428571429,0.842105263157895,0.439393939393939,1,1,0.8,0.4,1.58974083896979e-11,1.4081597328186e-06,1.00432989711408e-05,0.0606203978506029,0.305263157894737,0.147368421052632,0.2,0.347368421052632,-0.474399164054337,-0.489177489177489,-0.402711323763955,0,0.225054566855453,0.239294615917993,0.162176410287717,0,0,0,0,1,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"897",3,0,204,14,"3","2",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.913793103448276,0.928571428571429,0.75,0.439393939393939,1,1,0.8,0.4,1.58974083896979e-11,1.4081597328186e-06,0.00014100133496342,0.0606203978506029,0.284313725490196,0.142156862745098,0.25,0.323529411764706,-0.474399164054337,-0.489177489177489,-0.310606060606061,0,0.225054566855453,0.239294615917993,0.0964761248852158,0,0,0,1,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"903",3,0,210,6,"2","1",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.913793103448276,0.941176470588235,0.75,0.439393939393939,1,1,0.8,0.4,1.58974083896979e-11,3.26544977724552e-08,0.00014100133496342,0.0606203978506029,0.280952380952381,0.161904761904762,0.242857142857143,0.314285714285714,-0.474399164054337,-0.501782531194296,-0.310606060606061,0,0.225054566855453,0.251785708611754,0.0964761248852158,0,0,1,0,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"905",3,0,212,2,"1","4",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.916666666666667,0.941176470588235,0.75,0.439393939393939,1,1,0.8,0.4,4.73710654036452e-12,3.26544977724552e-08,0.00014100133496342,0.0606203978506029,0.283018867924528,0.160377358490566,0.240566037735849,0.316037735849057,-0.477272727272727,-0.501782531194296,-0.310606060606061,0,0.227789256198347,0.251785708611754,0.0964761248852158,0,1,0,0,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"950",3,0,257,45,"4","3",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.916666666666667,0.941176470588235,0.75,0.468468468468468,1,1,0.8,0.6,4.73710654036452e-12,3.26544977724552e-08,0.00014100133496342,0.0607070478299134,0.233463035019455,0.132295719844358,0.202334630350195,0.431906614785992,-0.448198198198198,-0.472708002119767,-0.281531531531532,0,0.200881624868111,0.223452855268061,0.0792600032464897,0,0,0,0,1,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"997",3,0,304,47,"3","4",3,4,1,2,0.866666666666667,0.866666666666667,0.8,0.466666666666667,0.916666666666667,0.941176470588235,0.767676767676768,0.468468468468468,1,1,1,0.6,4.73710654036452e-12,3.26544977724552e-08,3.02074690492301e-08,0.0607070478299134,0.197368421052632,0.111842105263158,0.322368421052632,0.368421052631579,-0.448198198198198,-0.472708002119767,-0.299208299208299,0,0.200881624868111,0.223452855268061,0.0895256063151231,0,0,0,1,0,0.166666666666667,0,1,0.833333333333333,0,0,0.571428571428571,1,0.111111111111111,0,0.444444444444444,1,0,0,0.666666666666667,1,1,1,1,0,1,1,1,0,0,0,0.125,1
"1050",4,0,82,22,"1","4",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.810810810810811,0.533333333333333,0.6,0.533333333333333,1,0.8,0.8,0.8,7.49094178900123e-05,0.196380615234375,0.152740478515625,0.196380615234375,0.439024390243902,0.182926829268293,0.182926829268293,0.195121951219512,-0.210810810810811,0.0666666666666667,0,0.0666666666666667,0.0444411979547115,0.00444444444444444,0,0.00444444444444444,1,0,0,0,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1086",4,0,118,36,"4","3",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.810810810810811,0.533333333333333,0.6,0.568627450980392,1,0.8,0.8,0.4,7.49094178900123e-05,0.196380615234375,0.152740478515625,0.0693122276584468,0.305084745762712,0.127118644067797,0.135593220338983,0.432203389830508,-0.210810810810811,0.0666666666666667,0,0.0313725490196078,0.0444411979547115,0.00444444444444444,0,0.000984236831987697,0,0,0,1,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1123",4,0,155,37,"3","1",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.810810810810811,0.533333333333333,0.634615384615385,0.568627450980392,1,0.8,0.6,0.4,7.49094178900123e-05,0.196380615234375,0.0169554105293512,0.0693122276584468,0.238709677419355,0.0967741935483871,0.335483870967742,0.329032258064516,-0.176195426195426,0.101282051282051,0,0.0659879336349924,0.0310448282121879,0.0102580539119001,0,0.00435440738541617,0,0,1,0,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1181",4,0,213,58,"1","3",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.91578947368421,0.533333333333333,0.634615384615385,0.568627450980392,1,0.8,0.6,0.4,3.06837689497382e-18,0.196380615234375,0.0169554105293512,0.0693122276584468,0.44131455399061,0.0704225352112676,0.248826291079812,0.23943661971831,-0.281174089068826,0.101282051282051,0,0.0659879336349924,0.079058868363684,0.0102580539119001,0,0.00435440738541617,1,0,0,0,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1224",4,0,256,43,"3","2",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.91578947368421,0.533333333333333,0.642105263157895,0.568627450980392,1,0.8,0.8,0.4,3.06837689497382e-18,0.196380615234375,0.00174012537728903,0.0693122276584468,0.3671875,0.0625,0.37109375,0.19921875,-0.347162022703818,0.0352941176470588,-0.0734778121775026,0,0.120521470007806,0.00124567474048443,0.00539898888239235,0,0,0,1,0,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1228",4,0,260,4,"2","4",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.91578947368421,0.526315789473684,0.642105263157895,0.568627450980392,1,0.5,0.8,0.4,3.06837689497382e-18,0.176197052001953,0.00174012537728903,0.0693122276584468,0.361538461538462,0.0730769230769231,0.365384615384615,0.2,-0.347162022703818,0.042311661506708,-0.0734778121775026,0,0.120521470007806,0.00179027669945823,0.00539898888239235,0,0,1,0,0,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1232",4,0,264,4,"4","1",1,4,3,2,0.666666666666667,0.533333333333333,0.6,0.533333333333333,0.91578947368421,0.526315789473684,0.642105263157895,0.545454545454545,1,0.5,0.8,0.25,3.06837689497382e-18,0.176197052001953,0.00174012537728903,0.0856495717538101,0.359848484848485,0.071969696969697,0.359848484848485,0.208333333333333,-0.370334928229665,0.0191387559808612,-0.0966507177033493,0,0.137147959066871,0.000366291980494952,0.00934136123257252,0,0,0,0,1,0,1,1,1,1,0,0.666666666666667,0.666666666666667,0,1,0.555555555555556,0.777777777777778,1,0,0.625,0.5,0,0,1,1,1,0,0.5,0.375,0,0.4,1,1
"1304",5,0,85,25,"1","3",3,2,1,4,0.733333333333333,0.533333333333333,0.666666666666667,0.666666666666667,0.775,0.533333333333333,0.666666666666667,0.666666666666667,0.6,0.8,0.4,0.6,0.000248691212618724,0.196380615234375,0.091644287109375,0.091644287109375,0.458823529411765,0.176470588235294,0.188235294117647,0.176470588235294,-0.108333333333333,0.133333333333333,0,0,0.0117361111111111,0.0177777777777778,0,0,1,0,0,0,1,0,1,0.857142857142857,0,1,0,0,0,1,0.25,0.75,1,0,0.5,0,1,0,0.888888888888889,0.222222222222222,1,0,0.75,0.375,0.833333333333333,0,1,0.666666666666667
"1326",5,0,107,22,"3","4",3,2,1,4,0.733333333333333,0.533333333333333,0.666666666666667,0.666666666666667,0.775,0.533333333333333,0.486486486486487,0.666666666666667,0.6,0.8,0.6,0.6,0.000248691212618724,0.196380615234375,0.128585320635466,0.091644287109375,0.364485981308411,0.14018691588785,0.345794392523364,0.149532710280374,-0.108333333333333,0.133333333333333,0.18018018018018,0,0.0117361111111111,0.0177777777777778,0.0324648973297622,0,0,0,1,0,1,0,1,0.857142857142857,0,1,0,0,0,1,0.25,0.75,1,0,0.5,0,1,0,0.888888888888889,0.222222222222222,1,0,0.75,0.375,0.833333333333333,0,1,0.666666666666667
"1366",5,0,147,40,"4","1",3,2,1,4,0.733333333333333,0.533333333333333,0.666666666666667,0.666666666666667,0.775,0.533333333333333,0.486486486486487,0.636363636363636,0.6,0.8,0.6,0.4,0.000248691212618724,0.196380615234375,0.128585320635466,0.0140176006902583,0.272108843537415,0.102040816326531,0.251700680272109,0.374149659863946,-0.138636363636364,0.103030303030303,0.14987714987715,0,0.0192200413223141,0.0106152433425161,0.0224631600552976,0,0,0,0,1,1,0,1,0.857142857142857,0,1,0,0,0,1,0.25,0.75,1,0,0.5,0,1,0,0.888888888888889,0.222222222222222,1,0,0.75,0.375,0.833333333333333,0,1,0.666666666666667
"1462",5,0,243,96,"1","2",3,2,1,4,0.733333333333333,0.533333333333333,0.666666666666667,0.666666666666667,0.889705882352941,0.533333333333333,0.486486486486487,0.636363636363636,0.8,0.8,0.6,0.4,3.96834352362743e-22,0.196380615234375,0.128585320635466,0.0140176006902583,0.555555555555556,0.065843621399177,0.152263374485597,0.226337448559671,-0.253342245989305,0.103030303030303,0.14987714987715,0,0.0641822936029054,0.0106152433425161,0.0224631600552976,0,1,0,0,0,1,0,1,0.857142857142857,0,1,0,0,0,1,0.25,0.75,1,0,0.5,0,1,0,0.888888888888889,0.222222222222222,1,0,0.75,0.375,0.833333333333333,0,1,0.666666666666667
"1478",5,0,259,16,"2","3",3,2,1,4,0.733333333333333,0.533333333333333,0.666666666666667,0.666666666666667,0.889705882352941,0.483870967741935,0.486486486486487,0.636363636363636,0.8,0.4,0.6,0.4,3.96834352362743e-22,0.139949934091419,0.128585320635466,0.0140176006902583,0.521235521235521,0.11969111969112,0.146718146718147,0.212355212355212,-0.253342245989305,0.152492668621701,0.14987714987715,0,0.0641822936029054,0.0232540139833679,0.0224631600552976,0,0,1,0,0,1,0,1,0.857142857142857,0,1,0,0,0,1,0.25,0.75,1,0,0.5,0,1,0,0.888888888888889,0.222222222222222,1,0,0.75,0.375,0.833333333333333,0,1,0.666666666666667
"1567",6,0,95,35,"2","1",3,2,1,4,0.6,1,0.533333333333333,0.533333333333333,0.6,0.96,0.533333333333333,0.533333333333333,1,1,0.6,0.2,0.152740478515625,1.08801856413265e-12,0.196380615234375,0.196380615234375,0.168421052631579,0.515789473684211,0.157894736842105,0.157894736842105,0,-0.36,0.0666666666666667,0.0666666666666667,0,0.1296,0.00444444444444444,0.00444444444444444,0,1,0,0,0.555555555555556,0,1,1,1,0.888888888888889,0.444444444444444,0,0.333333333333333,0,0.777777777777778,1,0.428571428571429,0,1,0.857142857142857,0.888888888888889,1,0.666666666666667,0,1,1,0.222222222222222,0,0,0,1,0
"1588",6,0,116,21,"1","3",3,2,1,4,0.6,1,0.533333333333333,0.533333333333333,0.805555555555556,0.96,0.533333333333333,0.533333333333333,1,1,0.6,0.2,0.000121474731713533,1.08801856413265e-12,0.196380615234375,0.196380615234375,0.310344827586207,0.422413793103448,0.137931034482759,0.129310344827586,-0.272222222222222,-0.426666666666667,0,0,0.074104938271605,0.182044444444444,0,0,1,0,0,0,0.555555555555556,0,1,1,1,0.888888888888889,0.444444444444444,0,0.333333333333333,0,0.777777777777778,1,0.428571428571429,0,1,0.857142857142857,0.888888888888889,1,0.666666666666667,0,1,1,0.222222222222222,0,0,0,1,0
"1704",6,0,232,116,"3","4",3,2,1,4,0.6,1,0.533333333333333,0.533333333333333,0.805555555555556,0.96,0.755725190839695,0.533333333333333,1,1,0.8,0.2,0.000121474731713533,1.08801856413265e-12,1.26724217446248e-09,0.196380615234375,0.155172413793103,0.211206896551724,0.564655172413793,0.0689655172413793,-0.272222222222222,-0.426666666666667,-0.222391857506361,0,0.074104938271605,0.182044444444444,0.0494581382851297,0,0,0,1,0,0.555555555555556,0,1,1,1,0.888888888888889,0.444444444444444,0,0.333333333333333,0,0.777777777777778,1,0.428571428571429,0,1,0.857142857142857,0.888888888888889,1,0.666666666666667,0,1,1,0.222222222222222,0,0,0,1,0
"1853",7,0,131,71,"3","1",4,1,3,2,0.866666666666667,0.666666666666667,0.666666666666667,0.466666666666667,0.866666666666667,0.666666666666667,0.627906976744186,0.466666666666667,1,0.8,0.6,0.6,0.003204345703125,0.091644287109375,0.00515503897742109,0.196380615234375,0.122137404580153,0.114503816793893,0.648854961832061,0.114503816793893,-0.2,0,0.0387596899224806,0.2,0.04,0,0.00150231356288684,0.04,0,0,1,0,0,0,1,0.666666666666667,0,0,1,1,0,0,1,1,0,0,1,0.777777777777778,1,1,0.75,0,1,1,0,0,0,0,1,1
"1859",7,0,137,6,"1","4",4,1,3,2,0.866666666666667,0.666666666666667,0.666666666666667,0.466666666666667,0.904761904761905,0.666666666666667,0.627906976744186,0.466666666666667,1,0.8,0.6,0.6,0.000100135803222656,0.091644287109375,0.00515503897742109,0.196380615234375,0.153284671532847,0.109489051094891,0.62043795620438,0.116788321167883,-0.238095238095238,0,0.0387596899224806,0.2,0.0566893424036281,0,0.00150231356288684,0.04,1,0,0,0,0,0,1,0.666666666666667,0,0,1,1,0,0,1,1,0,0,1,0.777777777777778,1,1,0.75,0,1,1,0,0,0,0,1,1
"1908",7,0,186,49,"4","1",4,1,3,2,0.866666666666667,0.666666666666667,0.666666666666667,0.466666666666667,0.904761904761905,0.666666666666667,0.627906976744186,0.4375,1,0.8,0.6,0.2,0.000100135803222656,0.091644287109375,0.00515503897742109,0.0606486591083421,0.118279569892473,0.0806451612903226,0.456989247311828,0.344086021505376,-0.238095238095238,0,0.0387596899224806,0.229166666666667,0.0566893424036281,0,0.00150231356288684,0.0525173611111111,0,0,0,1,0,0,1,0.666666666666667,0,0,1,1,0,0,1,1,0,0,1,0.777777777777778,1,1,0.75,0,1,1,0,0,0,0,1,1
"1953",7,0,231,45,"1","3",4,1,3,2,0.866666666666667,0.666666666666667,0.666666666666667,0.466666666666667,0.924242424242424,0.666666666666667,0.627906976744186,0.4375,1,0.8,0.6,0.2,1.21117959411832e-13,0.091644287109375,0.00515503897742109,0.0606486591083421,0.285714285714286,0.0649350649350649,0.372294372294372,0.277056277056277,-0.257575757575758,0,0.0387596899224806,0.229166666666667,0.0663452708907254,0,0.00150231356288684,0.0525173611111111,1,0,0,0,0,0,1,0.666666666666667,0,0,1,1,0,0,1,1,0,0,1,0.777777777777778,1,1,0.75,0,1,1,0,0,0,0,1,1
"2050",8,0,77,17,"2","3",4,1,3,2,0.6,0.733333333333333,0.533333333333333,0.6,0.6,0.84375,0.533333333333333,0.6,0.6,0.8,0.6,0.4,0.152740478515625,4.68865036964417e-05,0.196380615234375,0.152740478515625,0.194805194805195,0.402597402597403,0.207792207792208,0.194805194805195,0,-0.24375,0.0666666666666667,0,0,0.0594140625,0.00444444444444444,0,0,1,0,0,1,0,1,1,1,0,0.666666666666667,0.666666666666667,0.857142857142857,0,1,0.857142857142857,0,1,0.4,0.8,0,1,0.222222222222222,0.555555555555556,0,1,0.625,0.25,0,1,0.375,0.25
"2074",8,0,101,24,"3","4",4,1,3,2,0.6,0.733333333333333,0.533333333333333,0.6,0.6,0.84375,0.717948717948718,0.6,0.6,0.8,0.6,0.4,0.152740478515625,4.68865036964417e-05,0.00304872818378499,0.152740478515625,0.148514851485149,0.306930693069307,0.386138613861386,0.158415841584158,0,-0.24375,-0.117948717948718,0,0,0.0594140625,0.0139119000657462,0,0,0,1,0,1,0,1,1,1,0,0.666666666666667,0.666666666666667,0.857142857142857,0,1,0.857142857142857,0,1,0.4,0.8,0,1,0.222222222222222,0.555555555555556,0,1,0.625,0.25,0,1,0.375,0.25
"2103",8,0,130,29,"4","1",4,1,3,2,0.6,0.733333333333333,0.533333333333333,0.6,0.6,0.84375,0.717948717948718,0.590909090909091,0.6,0.8,0.6,0.4,0.152740478515625,4.68865036964417e-05,0.00304872818378499,0.0585220446375843,0.123076923076923,0.238461538461538,0.3,0.338461538461538,0,-0.24375,-0.117948717948718,0.00909090909090904,0,0.0594140625,0.0139119000657462,8.26446280991726e-05,0,0,0,1,1,0,1,1,1,0,0.666666666666667,0.666666666666667,0.857142857142857,0,1,0.857142857142857,0,1,0.4,0.8,0,1,0.222222222222222,0.555555555555556,0,1,0.625,0.25,0,1,0.375,0.25
"2111",8,0,138,8,"1","3",4,1,3,2,0.6,0.733333333333333,0.533333333333333,0.6,0.521739130434783,0.84375,0.717948717948718,0.590909090909091,0.4,0.8,0.6,0.4,0.161180257797241,4.68865036964417e-05,0.00304872818378499,0.0585220446375843,0.166666666666667,0.22463768115942,0.289855072463768,0.318840579710145,0.0691699604743083,-0.252840909090909,-0.127039627039627,0,0.00478448343201738,0.0639285253099173,0.0161390668383675,0,1,0,0,0,1,0,1,1,1,0,0.666666666666667,0.666666666666667,0.857142857142857,0,1,0.857142857142857,0,1,0.4,0.8,0,1,0.222222222222222,0.555555555555556,0,1,0.625,0.25,0,1,0.375,0.25
"2112",8,0,139,1,"3","2",4,1,3,2,0.6,0.733333333333333,0.533333333333333,0.6,0.521739130434783,0.84375,0.7,0.590909090909091,0.4,0.8,0,0.4,0.161180257797241,4.68865036964417e-05,0.00508121363964165,0.0585220446375843,0.165467625899281,0.23021582733813,0.287769784172662,0.316546762589928,0.0691699604743083,-0.252840909090909,-0.109090909090909,0,0.00478448343201738,0.0639285253099173,0.011900826446281,0,0,0,1,0,1,0,1,1,1,0,0.666666666666667,0.666666666666667,0.857142857142857,0,1,0.857142857142857,0,1,0.4,0.8,0,1,0.222222222222222,0.555555555555556,0,1,0.625,0.25,0,1,0.375,0.25
