"","sid","grp","trial","blkt","current","nxt","tord:1","tord:2","tord:3","tord:4","pct:1","pct:2","pct:3","pct:4","pc:1","pc:2","pc:3","pc:4","pcr:1","pcr:2","pcr:3","pcr:4","pval:1","pval:2","pval:3","pval:4","relt:1","relt:2","relt:3","relt:4","sc:1","sc:2","sc:3","sc:4","scsq:1","scsq:2","scsq:3","scsq:4","currentd:1","currentd:2","currentd:3","currentd:4","lrn:1","lrn:2","lrn:3","lrn:4","int:1","int:2","int:3","int:4","comp:1","comp:2","comp:3","comp:4","time:1","time:2","time:3","time:4","prog:1","prog:2","prog:3","prog:4","rule:1","rule:2","rule:3","rule:4","lrn2:1","lrn2:2","lrn2:3","lrn2:4"
"39871",158,1,227,14,"3","4",1,2,4,3,0.533333333333333,0.8,0.8,0.733333333333333,0.46875,0.596153846153846,0.655172413793103,0.5,0.2,0.6,0.6,0.6,0.131717585027218,0.0426307464737974,0.0373088009655476,0.0745650387432752,0.140969162995595,0.229074889867841,0.127753303964758,0.502202643171806,0.186422413793103,0.0590185676392573,0,0.155172413793103,0.0347533163644471,0.00348319132618959,0,0.0240784780023781,0,0,1,0,0.1,0.1,0.1,0.1,0.8,1,0,1,1,0,0.125,0.5,0.333333333333333,1,0,1,0,0.8,1,0.4,0,0.75,1,0.625,1,0.714285714285714,0,0.714285714285714
"40004",159,1,110,50,"2","3",1,4,3,2,0.533333333333333,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.707692307692308,0.533333333333333,0.533333333333333,0.6,0.6,0.4,0.6,0.196380615234375,0.000333976740486187,0.196380615234375,0.196380615234375,0.136363636363636,0.581818181818182,0.145454545454545,0.136363636363636,0,-0.174358974358974,0,0,0,0.0304010519395135,0,0,0,1,0,0,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0,0,1,1,0.9,0.9,0.9,0.9,1,0.8,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"40055",159,1,161,51,"3","1",1,4,3,2,0.533333333333333,0.8,0.533333333333333,0.533333333333333,0.533333333333333,0.707692307692308,0.621212121212121,0.533333333333333,0.6,0.6,0.2,0.6,0.196380615234375,0.000333976740486187,0.014217389842497,0.196380615234375,0.0993788819875776,0.397515527950311,0.409937888198758,0.093167701863354,0.0878787878787879,-0.0864801864801865,0,0.0878787878787879,0.007722681359045,0.00747882265364784,0,0.007722681359045,0,0,1,0,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0,0,1,1,0.9,0.9,0.9,0.9,1,0.8,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"40106",159,1,212,51,"1","4",1,4,3,2,0.533333333333333,0.8,0.533333333333333,0.533333333333333,0.803030303030303,0.707692307692308,0.621212121212121,0.533333333333333,1,0.6,0.2,0.6,2.77134055723469e-07,0.000333976740486187,0.014217389842497,0.196380615234375,0.311320754716981,0.30188679245283,0.311320754716981,0.0754716981132075,-0.181818181818182,-0.0864801864801865,0,0.0878787878787879,0.0330578512396694,0.00747882265364784,0,0.007722681359045,1,0,0,0,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0,0,1,1,0.9,0.9,0.9,0.9,1,0.8,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"40163",159,1,269,57,"4","2",1,4,3,2,0.533333333333333,0.8,0.533333333333333,0.533333333333333,0.803030303030303,0.707692307692308,0.621212121212121,0.541666666666667,1,0.6,0.2,0.6,2.77134055723469e-07,0.000333976740486187,0.014217389842497,0.0732091609169496,0.245353159851301,0.241635687732342,0.245353159851301,0.267657992565056,-0.181818181818182,-0.0864801864801865,0,0.0795454545454546,0.0330578512396694,0.00747882265364784,0,0.00632747933884298,0,0,0,1,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0,0,1,1,0.9,0.9,0.9,0.9,1,0.8,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
"40305",160,1,161,101,"1","4",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.4,0.533333333333333,0.533333333333333,1,0,0.6,0.2,3.34176471774414e-12,0.152740478515625,0.196380615234375,0.196380615234375,0.714285714285714,0.093167701863354,0.093167701863354,0.0993788819875776,-0.277011494252874,0.133333333333333,0,0,0.0767353679482098,0.0177777777777778,0,0,1,0,0,0,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40328",160,1,184,23,"4","3",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.4,0.533333333333333,0.5,1,0,0.6,0.4,3.34176471774414e-12,0.152740478515625,0.196380615234375,0.128585320635466,0.625,0.0815217391304348,0.0869565217391304,0.206521739130435,-0.277011494252874,0.133333333333333,0,0.0333333333333333,0.0767353679482098,0.0177777777777778,0,0.00111111111111111,0,0,0,1,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40392",160,1,248,64,"3","2",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.4,0.734177215189873,0.5,1,0,1,0.4,3.34176471774414e-12,0.152740478515625,1.23240252394955e-05,0.128585320635466,0.463709677419355,0.0645161290322581,0.318548387096774,0.153225806451613,-0.310344827586207,0.1,-0.234177215189873,0,0.0963139120095125,0.01,0.0548389681140843,0,0,0,1,0,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40436",160,1,292,44,"2","4",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.728813559322034,0.734177215189873,0.5,1,0.8,1,0.4,3.34176471774414e-12,0.000190321385318245,1.23240252394955e-05,0.128585320635466,0.393835616438356,0.202054794520548,0.270547945205479,0.133561643835616,-0.310344827586207,-0.228813559322034,-0.234177215189873,0,0.0963139120095125,0.0523556449296179,0.0548389681140843,0,0,1,0,0,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40446",160,1,302,10,"4","2",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.728813559322034,0.734177215189873,0.5,1,0.8,1,0.6,3.34176471774414e-12,0.000190321385318245,1.23240252394955e-05,0.114566502713487,0.380794701986755,0.198675496688742,0.26158940397351,0.158940397350993,-0.310344827586207,-0.228813559322034,-0.234177215189873,0,0.0963139120095125,0.0523556449296179,0.0548389681140843,0,0,0,0,1,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40451",160,1,307,5,"2","1",1,3,4,2,0.666666666666667,0.4,0.533333333333333,0.533333333333333,0.810344827586207,0.734375,0.734177215189873,0.5,1,0.8,1,0.6,3.34176471774414e-12,7.47758070352052e-05,1.23240252394955e-05,0.114566502713487,0.37785016286645,0.208469055374593,0.257328990228013,0.156351791530945,-0.310344827586207,-0.234375,-0.234177215189873,0,0.0963139120095125,0.054931640625,0.0548389681140843,0,0,1,0,0,1,1,1,1,1,0.142857142857143,0,0.428571428571429,0,0.375,0.75,1,0,0.5,0.833333333333333,1,1,0.625,0.625,0,1,1,0.875,0,0,0,0,1
"40562",161,1,168,108,"2","4",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.466666666666667,0.943089430894309,0.8,0.6,0.4,1,0.8,0.2,0.196380615234375,6.67922980173719e-27,0.013885498046875,0.152740478515625,0.0892857142857143,0.726190476190476,0.0892857142857143,0.0952380952380952,0.333333333333333,-0.143089430894309,0,0.2,0.111111111111111,0.0204745852336572,0,0.04,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40570",161,1,176,8,"4","3",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.466666666666667,0.943089430894309,0.8,0.608695652173913,0.4,1,0.8,0.4,0.196380615234375,6.67922980173719e-27,0.013885498046875,0.0974166393280029,0.0852272727272727,0.693181818181818,0.0909090909090909,0.130681818181818,0.333333333333333,-0.143089430894309,0,0.191304347826087,0.111111111111111,0.0204745852336572,0,0.0365973534971645,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40578",161,1,184,8,"3","2",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.466666666666667,0.943089430894309,0.652173913043478,0.608695652173913,0.4,1,0.2,0.4,0.196380615234375,6.67922980173719e-27,0.0584499835968018,0.0974166393280029,0.0815217391304348,0.668478260869565,0.125,0.125,0.185507246376812,-0.290915517850831,0,0.0434782608695652,0.0344129384583071,0.084631838526417,0,0.00189035916824196,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40625",161,1,231,47,"2","3",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.466666666666667,0.935294117647059,0.652173913043478,0.608695652173913,0.4,1,0.2,0.4,0.196380615234375,4.12278565135597e-35,0.0584499835968018,0.0974166393280029,0.0649350649350649,0.731601731601732,0.103896103896104,0.0995670995670996,0.185507246376812,-0.283120204603581,0,0.0434782608695652,0.0344129384583071,0.0801570502547733,0,0.00189035916824196,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40634",161,1,240,9,"3","1",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.466666666666667,0.935294117647059,0.65625,0.608695652173913,0.4,1,0.4,0.4,0.196380615234375,4.12278565135597e-35,0.0300408527255058,0.0974166393280029,0.0666666666666667,0.704166666666667,0.133333333333333,0.0958333333333333,0.189583333333333,-0.279044117647059,0,0.0475543478260869,0.0359418402777778,0.0778656195934256,0,0.00226141599716446,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40667",161,1,273,33,"1","2",1,3,2,4,0.466666666666667,0.733333333333333,0.8,0.6,0.666666666666667,0.935294117647059,0.65625,0.608695652173913,0.6,1,0.4,0.4,0.00801083257914215,4.12278565135597e-35,0.0300408527255058,0.0974166393280029,0.175824175824176,0.622710622710623,0.117216117216117,0.0842490842490843,-0.0104166666666666,-0.279044117647059,0,0.0475543478260869,0.000108506944444444,0.0778656195934256,0,0.00226141599716446,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0.125,0,1,1,0,0,1,1,0,0,0,0,1,1
"40721",162,1,77,17,"2","4",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.6,0.90625,0.666666666666667,0.2,1,0.8,1,0.4,0.152740478515625,1.15483999252319e-06,0.091644287109375,0.013885498046875,0.194805194805195,0.402597402597403,0.194805194805195,0.207792207792208,0.0666666666666667,-0.239583333333333,0,0.466666666666667,0.00444444444444444,0.0574001736111111,0,0.217777777777778,0,1,0,0,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40752",162,1,108,31,"4","3",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.6,0.90625,0.666666666666667,0.347826086956522,1,0.8,1,0.2,0.152740478515625,1.15483999252319e-06,0.091644287109375,0.0140899750328174,0.138888888888889,0.287037037037037,0.148148148148148,0.425925925925926,0.0666666666666667,-0.239583333333333,0,0.318840579710145,0.00444444444444444,0.0574001736111111,0,0.101659315269901,0,0,0,1,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40777",162,1,133,25,"3","1",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.6,0.90625,0.825,0.347826086956522,1,0.8,1,0.2,0.152740478515625,1.15483999252319e-06,1.69562190421857e-05,0.0140899750328174,0.120300751879699,0.233082706766917,0.300751879699248,0.345864661654135,0,-0.30625,-0.225,0.252173913043478,0,0.0937890625,0.050625,0.0635916824196597,0,0,1,0,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40819",162,1,175,42,"1","2",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.807017543859649,0.90625,0.825,0.347826086956522,1,0.8,1,0.2,1.28029022633536e-06,1.15483999252319e-06,1.69562190421857e-05,0.0140899750328174,0.325714285714286,0.182857142857143,0.228571428571429,0.262857142857143,-0.459191456903127,-0.558423913043478,-0.477173913043478,0,0.210856794092817,0.31183726665879,0.227694943289225,0,1,0,0,0,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40863",162,1,219,44,"2","3",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.807017543859649,0.921052631578947,0.825,0.347826086956522,1,1,1,0.2,1.28029022633536e-06,2.8933975792783e-15,1.69562190421857e-05,0.0140899750328174,0.26027397260274,0.342465753424658,0.187214611872146,0.210045662100457,-0.459191456903127,-0.573226544622426,-0.477173913043478,0,0.210856794092817,0.328588671459766,0.227694943289225,0,0,1,0,0,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40910",162,1,266,47,"3","2",1,2,3,4,0.6,0.933333333333333,0.666666666666667,0.2,0.807017543859649,0.921052631578947,0.839080459770115,0.347826086956522,1,1,0.8,0.2,1.28029022633536e-06,2.8933975792783e-15,3.49529540457382e-11,0.0140899750328174,0.214285714285714,0.285714285714286,0.327067669172932,0.172932330827068,-0.459191456903127,-0.573226544622426,-0.491254372813593,0,0.210856794092817,0.328588671459766,0.241330858808477,0,0,0,1,0,0.8,1,0.8,0,0.9,0.9,0.9,0.9,0,0,0.5,1,1,1,0.75,0,1,1,0.666666666666667,0,1,1,0.833333333333333,0,1,1,1,0
"40972",163,1,78,18,"3","2",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.933333333333333,0.466666666666667,0.666666666666667,0.733333333333333,1,0.4,0.8,1,0.000457763671875,0.196380615234375,0.0225306395441294,0.041656494140625,0.192307692307692,0.205128205128205,0.41025641025641,0.192307692307692,-0.2,0.266666666666667,0.0666666666666667,0,0.04,0.0711111111111111,0.00444444444444444,0,0,0,1,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"40991",163,1,97,19,"2","3",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.933333333333333,0.5,0.666666666666667,0.733333333333333,1,1,0.8,1,0.000457763671875,0.135833759559318,0.0225306395441294,0.041656494140625,0.154639175257732,0.350515463917526,0.34020618556701,0.154639175257732,-0.2,0.233333333333333,0.0666666666666667,0,0.04,0.0544444444444444,0.00444444444444444,0,0,1,0,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"40992",163,1,98,1,"3","4",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.933333333333333,0.5,0.676470588235294,0.733333333333333,1,1,1,1,0.000457763671875,0.135833759559318,0.0166530814021826,0.041656494140625,0.153061224489796,0.346938775510204,0.336734693877551,0.163265306122449,-0.2,0.233333333333333,0.0568627450980391,0,0.04,0.0544444444444444,0.00323337178008457,0,0,0,1,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41055",163,1,161,63,"4","1",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.933333333333333,0.5,0.676470588235294,0.551282051282051,1,1,1,0.4,0.000457763671875,0.135833759559318,0.0166530814021826,0.06001940188695,0.0993788819875776,0.211180124223602,0.204968944099379,0.484472049689441,-0.256862745098039,0.176470588235294,0,0.125188536953243,0.0659784698193003,0.0311418685121107,0,0.0156721697844934,0,0,0,1,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41062",163,1,168,7,"1","2",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.863636363636364,0.5,0.676470588235294,0.551282051282051,0.8,1,1,0.4,0.000367164611816406,0.135833759559318,0.0166530814021826,0.06001940188695,0.130952380952381,0.208333333333333,0.196428571428571,0.464285714285714,-0.187165775401069,0.176470588235294,0,0.125188536953243,0.0350310274814836,0.0311418685121107,0,0.0156721697844934,1,0,0,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41071",163,1,177,9,"2","4",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.863636363636364,0.511627906976744,0.676470588235294,0.551282051282051,0.8,0.6,1,0.4,0.000367164611816406,0.119604178719328,0.0166530814021826,0.06001940188695,0.124293785310734,0.242937853107345,0.186440677966102,0.446327683615819,-0.187165775401069,0.16484268125855,0,0.125188536953243,0.0350310274814836,0.0271731095645079,0,0.0156721697844934,0,1,0,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41104",163,1,210,33,"4","3",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.863636363636364,0.511627906976744,0.676470588235294,0.531531531531532,0.8,0.6,1,0.6,0.000367164611816406,0.119604178719328,0.0166530814021826,0.0607070478299134,0.104761904761905,0.204761904761905,0.161904761904762,0.528571428571429,-0.187165775401069,0.16484268125855,0,0.144939056703763,0.0350310274814836,0.0271731095645079,0,0.0210073301581765,0,0,0,1,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41129",163,1,235,25,"3","1",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.863636363636364,0.511627906976744,0.644067796610169,0.531531531531532,0.8,0.6,0.4,0.6,0.000367164611816406,0.119604178719328,0.00900304608897595,0.0607070478299134,0.0978723404255319,0.182978723404255,0.246808510638298,0.472340425531915,-0.332104832104832,0.0199036245547873,-0.112536265078638,0,0.110293619507379,0.000396154270417933,0.0126644109578495,0,0,0,1,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41133",163,1,239,4,"1","4",2,3,1,4,0.933333333333333,0.466666666666667,0.466666666666667,0.733333333333333,0.846153846153846,0.511627906976744,0.644067796610169,0.531531531531532,0.75,0.6,0.4,0.6,0.000222772359848022,0.119604178719328,0.00900304608897595,0.0607070478299134,0.108786610878661,0.179916317991632,0.242677824267782,0.468619246861925,-0.314622314622315,0.0199036245547873,-0.112536265078638,0,0.0989872008583027,0.000396154270417933,0.0126644109578495,0,1,0,0,0,0,0.75,1,0.5,0,0.571428571428571,0.285714285714286,1,0,0,0.25,1,0,0.285714285714286,0.428571428571429,1,1,0.875,0.75,0,1,1,0.75,0,0,0,0.125,1
"41241",164,1,97,37,"4","3",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.933333333333333,0.4,0.666666666666667,0.403846153846154,0.8,0,0.8,0.4,0.000457763671875,0.152740478515625,0.091644287109375,0.0426307464737974,0.154639175257732,0.154639175257732,0.164948453608247,0.525773195876289,-0.266666666666667,0.266666666666667,0,0.262820512820513,0.0711111111111111,0.0711111111111111,0,0.0690746219592373,0,0,0,1,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41290",164,1,146,49,"3","2",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.933333333333333,0.4,0.71875,0.403846153846154,0.8,0,0.8,0.4,0.000457763671875,0.152740478515625,0.000195247940591925,0.0426307464737974,0.102739726027397,0.10958904109589,0.438356164383562,0.349315068493151,-0.529487179487179,0.00384615384615383,-0.314903846153846,0,0.280356673241289,1.47928994082839e-05,0.0991644323224852,0,0,0,1,0,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41330",164,1,186,40,"2","1",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.933333333333333,0.690909090909091,0.71875,0.403846153846154,0.8,0.8,0.8,0.4,0.000457763671875,0.00189427036354842,0.000195247940591925,0.0426307464737974,0.0860215053763441,0.295698924731183,0.344086021505376,0.274193548387097,-0.529487179487179,-0.287062937062937,-0.314903846153846,0,0.280356673241289,0.0824051298351998,0.0991644323224852,0,0,1,0,0,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41354",164,1,210,24,"1","4",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.897435897435897,0.690909090909091,0.71875,0.403846153846154,0.6,0.8,0.8,0.4,1.4961369743105e-07,0.00189427036354842,0.000195247940591925,0.0426307464737974,0.185714285714286,0.261904761904762,0.304761904761905,0.247619047619048,-0.493589743589744,-0.287062937062937,-0.314903846153846,0,0.243630834976989,0.0824051298351998,0.0991644323224852,0,1,0,0,0,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41382",164,1,238,28,"4","2",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.897435897435897,0.690909090909091,0.71875,0.475,0.6,0.8,0.8,0.4,1.4961369743105e-07,0.00189427036354842,0.000195247940591925,0.0805618413979647,0.163865546218487,0.235294117647059,0.26890756302521,0.331932773109244,-0.422435897435897,-0.215909090909091,-0.24375,0,0.178452087442472,0.0466167355371901,0.0594140625,0,0,0,0,1,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41394",164,1,250,12,"2","3",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.897435897435897,0.746268656716418,0.71875,0.475,0.6,1,0.8,0.4,1.4961369743105e-07,2.28452489542188e-05,0.000195247940591925,0.0805618413979647,0.156,0.268,0.26,0.316,-0.422435897435897,-0.271268656716418,-0.24375,0,0.178452087442472,0.0735866841167298,0.0594140625,0,0,1,0,0,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41410",164,1,266,16,"3","4",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.897435897435897,0.746268656716418,0.725,0.475,0.6,1,0.8,0.4,1.4961369743105e-07,2.28452489542188e-05,2.24073186172645e-05,0.0805618413979647,0.146616541353383,0.25187969924812,0.300751879699248,0.300751879699248,-0.422435897435897,-0.271268656716418,-0.25,0,0.178452087442472,0.0735866841167298,0.0625,0,0,0,1,0,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41421",164,1,277,11,"4","2",3,4,2,1,0.933333333333333,0.4,0.666666666666667,0.266666666666667,0.897435897435897,0.746268656716418,0.725,0.505494505494505,0.6,1,0.8,0.4,1.4961369743105e-07,2.28452489542188e-05,2.24073186172645e-05,0.082959480347529,0.140794223826715,0.245487364620939,0.288808664259928,0.324909747292419,-0.391941391941392,-0.240774151221912,-0.219505494505495,0,0.153618054716956,0.0579721918966324,0.0481826621181017,0,0,0,0,1,0,1,0.333333333333333,0.833333333333333,0,0.2,0.6,1,0.111111111111111,0,0.222222222222222,1,0,0.428571428571429,0.714285714285714,1,1,1,1,0,1,1,1,0,0,0,0,1
"41678",165,1,284,224,"4","3",4,2,3,1,0.8,0.866666666666667,0.8,0.466666666666667,0.8,0.866666666666667,0.8,0.556485355648536,1,1,1,0.4,0.013885498046875,0.003204345703125,0.013885498046875,0.0112540165029137,0.0528169014084507,0.0528169014084507,0.0563380281690141,0.838028169014085,0,-0.0666666666666667,0,0.243514644351465,0,0.00444444444444444,0,0.0592993820136203,0,0,0,1,0.333333333333333,0,0.833333333333333,1,0,0.555555555555556,0.888888888888889,1,0,0,1,1,0,0,0.555555555555556,1,1,1,0,0,1,1,0.444444444444444,0,0,0,1,1
"41804",166,1,160,100,"4","3",3,4,2,1,0.4,0.466666666666667,0.466666666666667,0.8,0.4,0.466666666666667,0.466666666666667,0.521739130434783,0.2,0.8,0.4,0.4,0.152740478515625,0.196380615234375,0.196380615234375,0.0666553049432141,0.09375,0.09375,0.1,0.7125,0.121739130434783,0.0550724637681159,0.0550724637681159,0,0.014820415879017,0.00303297626549044,0.00303297626549044,0,0,0,0,1,1,1,0.625,0,0.625,1,0.5,0,0,0,1,1,0.142857142857143,0,0.428571428571429,1,1,1,0.285714285714286,0,1,1,0.666666666666667,0,0.125,0,0.5,1
"41848",166,1,204,44,"3","2",3,4,2,1,0.4,0.466666666666667,0.466666666666667,0.8,0.4,0.466666666666667,0.491525423728814,0.521739130434783,0.2,0.8,0.4,0.4,0.152740478515625,0.196380615234375,0.10257817300857,0.0666553049432141,0.0735294117647059,0.0784313725490196,0.28921568627451,0.558823529411765,0.121739130434783,0.0550724637681159,0.030213706705969,0,0.014820415879017,0.00303297626549044,0.000912868072914317,0,0,0,1,0,1,1,0.625,0,0.625,1,0.5,0,0,0,1,1,0.142857142857143,0,0.428571428571429,1,1,1,0.285714285714286,0,1,1,0.666666666666667,0,0.125,0,0.5,1
"41957",167,1,63,3,"3","4",3,4,1,2,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.6,0.6,0.666666666666667,0.8,0.091644287109375,0.152740478515625,0.0708160400390625,0.196380615234375,0.238095238095238,0.238095238095238,0.26984126984127,0.253968253968254,0,0.0666666666666667,0,0.2,0,0.00444444444444444,0,0.04,0,0,1,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.5,0,1,0.666666666666667,0.666666666666667,1,0,0.5,1,0.5,0,1,0,0.5,1
